,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
19280,New Fairfield,65+,No,2004.0,2321.0,100.0,2113.0,100.0,,,10/27/2021
19281,New Hartford,12-17,No,578.0,309.0,53.46,292.0,50.52,,,10/27/2021
19282,New Hartford,18-24,No,528.0,391.0,74.05,364.0,68.94,,,10/27/2021
19283,New Hartford,25-44,No,1411.0,955.0,67.68,897.0,63.57,,,10/27/2021
19284,New Hartford,45-64,No,2411.0,1674.0,69.43,1607.0,66.65,,,10/27/2021
19285,New Hartford,65+,No,1028.0,1295.0,100.0,1241.0,100.0,,,10/27/2021
19286,New Haven,12-17,Yes,10932.0,5870.0,53.7,5180.0,47.38,,,10/27/2021
19287,New Haven,18-24,Yes,19632.0,10822.0,55.12,9519.0,48.49,,,10/27/2021
19288,New Haven,25-44,Yes,41214.0,31865.0,77.32,28780.0,69.83,,,10/27/2021
19289,New Haven,45-64,Yes,26423.0,22117.0,83.7,20768.0,78.6,,,10/27/2021
19290,New Haven,65+,Yes,12676.0,12013.0,94.77,11396.0,89.9,,,10/27/2021
19291,New London,12-17,Yes,2437.0,1170.0,48.01,1025.0,42.06,,,10/27/2021
19292,New London,18-24,Yes,5477.0,2252.0,41.12,1992.0,36.37,,,10/27/2021
19293,New London,25-44,Yes,7121.0,5133.0,72.08,4642.0,65.19,,,10/27/2021
19294,New London,45-64,Yes,6006.0,5216.0,86.85,4925.0,82.0,,,10/27/2021
19295,New London,65+,Yes,2944.0,3209.0,100.0,2989.0,100.0,,,10/27/2021
19296,New Milford,12-17,No,2269.0,1581.0,69.68,1447.0,63.77,,,10/27/2021
19297,New Milford,18-24,No,2305.0,1719.0,74.58,1582.0,68.63,,,10/27/2021
19298,New Milford,25-44,No,6295.0,4751.0,75.47,4402.0,69.93,,,10/27/2021
19299,New Milford,45-64,No,9016.0,7193.0,79.78,6831.0,75.77,,,10/27/2021
19300,New Milford,65+,No,3969.0,4605.0,100.0,4337.0,100.0,,,10/27/2021
19301,Newington,12-17,No,2102.0,1311.0,62.37,1203.0,57.23,,,10/27/2021
19302,Newington,18-24,No,2456.0,1759.0,71.62,1648.0,67.1,,,10/27/2021
19303,Newington,25-44,No,7547.0,5990.0,79.37,5658.0,74.97,,,10/27/2021
19304,Newington,45-64,No,8866.0,7576.0,85.45,7293.0,82.26,,,10/27/2021
19305,Newington,65+,No,5999.0,5908.0,98.48,5675.0,94.6,,,10/27/2021
19306,Newtown,12-17,No,2878.0,2000.0,69.49,1886.0,65.53,,,10/27/2021
19307,Newtown,18-24,No,2308.0,1978.0,85.7,1811.0,78.47,,,10/27/2021
19308,Newtown,25-44,No,5312.0,4342.0,81.74,4088.0,76.96,,,10/27/2021
19309,Newtown,45-64,No,9768.0,7470.0,76.47,7152.0,73.22,,,10/27/2021
19310,Newtown,65+,No,4111.0,4701.0,100.0,4402.0,100.0,,,10/27/2021
19311,Norfolk,12-17,No,124.0,57.0,45.97,52.0,41.94,,,10/27/2021
19312,Norfolk,18-24,No,115.0,66.0,57.39,56.0,48.7,,,10/27/2021
19313,Norfolk,25-44,No,287.0,187.0,65.16,172.0,59.93,,,10/27/2021
19314,Norfolk,45-64,No,618.0,404.0,65.37,382.0,61.81,,,10/27/2021
19315,Norfolk,65+,No,345.0,396.0,100.0,372.0,100.0,,,10/27/2021
19316,North Branford,12-17,No,1121.0,633.0,56.47,594.0,52.99,,,10/27/2021
19317,North Branford,18-24,No,1114.0,892.0,80.07,842.0,75.58,,,10/27/2021
19318,North Branford,25-44,No,2948.0,2473.0,83.89,2334.0,79.17,,,10/27/2021
19319,North Branford,45-64,No,4653.0,3681.0,79.11,3542.0,76.12,,,10/27/2021
19320,North Branford,65+,No,2781.0,3000.0,100.0,2855.0,100.0,,,10/27/2021
19321,North Canaan,12-17,No,235.0,107.0,45.53,97.0,41.28,,,10/27/2021
19322,North Canaan,18-24,No,300.0,138.0,46.0,125.0,41.67,,,10/27/2021
19323,North Canaan,25-44,No,730.0,479.0,65.62,432.0,59.18,,,10/27/2021
19324,North Canaan,45-64,No,906.0,575.0,63.47,539.0,59.49,,,10/27/2021
19325,North Canaan,65+,No,662.0,602.0,90.94,565.0,85.35,,,10/27/2021
19326,North Haven,12-17,No,1788.0,1217.0,68.06,1162.0,64.99,,,10/27/2021
19327,North Haven,18-24,No,1853.0,1688.0,91.1,1537.0,82.95,,,10/27/2021
19328,North Haven,25-44,No,4985.0,4850.0,97.29,4598.0,92.24,,,10/27/2021
19329,North Haven,45-64,No,7402.0,6446.0,87.08,6236.0,84.25,,,10/27/2021
19330,North Haven,65+,No,5086.0,5400.0,100.0,5167.0,100.0,,,10/27/2021
19331,North Stonington,12-17,No,359.0,224.0,62.4,215.0,59.89,,,10/27/2021
19332,North Stonington,18-24,No,374.0,206.0,55.08,187.0,50.0,,,10/27/2021
19333,North Stonington,25-44,No,1066.0,677.0,63.51,633.0,59.38,,,10/27/2021
19334,North Stonington,45-64,No,1916.0,1159.0,60.49,1115.0,58.19,,,10/27/2021
19335,North Stonington,65+,No,925.0,918.0,99.24,895.0,96.76,,,10/27/2021
19336,Norwalk,12-17,Yes,5878.0,5035.0,85.66,4488.0,76.35,,,10/27/2021
19337,Norwalk,18-24,Yes,7088.0,5603.0,79.05,4831.0,68.16,,,10/27/2021
19338,Norwalk,25-44,Yes,26313.0,21444.0,81.5,19297.0,73.34,,,10/27/2021
19339,Norwalk,45-64,Yes,24020.0,21896.0,91.16,20554.0,85.57,,,10/27/2021
19340,Norwalk,65+,Yes,12058.0,13334.0,100.0,12364.0,100.0,,,10/27/2021
19341,Norwich,12-17,Yes,3067.0,1723.0,56.18,1544.0,50.34,,,10/27/2021
19342,Norwich,18-24,Yes,3739.0,2184.0,58.41,1949.0,52.13,,,10/27/2021
19343,Norwich,25-44,Yes,11118.0,6666.0,59.96,6029.0,54.23,,,10/27/2021
19344,Norwich,45-64,Yes,10810.0,8329.0,77.05,7926.0,73.32,,,10/27/2021
19345,Norwich,65+,Yes,5586.0,5543.0,99.23,5286.0,94.63,,,10/27/2021
19346,Old Lyme,12-17,No,569.0,421.0,73.99,389.0,68.37,,,10/27/2021
19347,Old Lyme,18-24,No,463.0,404.0,87.26,370.0,79.91,,,10/27/2021
19348,Old Lyme,25-44,No,1210.0,1030.0,85.12,975.0,80.58,,,10/27/2021
19349,Old Lyme,45-64,No,2671.0,2056.0,76.97,1974.0,73.9,,,10/27/2021
19350,Old Lyme,65+,No,1861.0,1951.0,100.0,1846.0,99.19,,,10/27/2021
19351,Old Saybrook,12-17,No,742.0,587.0,79.11,540.0,72.78,,,10/27/2021
19352,Old Saybrook,18-24,No,640.0,649.0,100.0,597.0,93.28,,,10/27/2021
19353,Old Saybrook,25-44,No,1587.0,1471.0,92.69,1374.0,86.58,,,10/27/2021
19354,Old Saybrook,45-64,No,3410.0,2962.0,86.86,2833.0,83.08,,,10/27/2021
19355,Old Saybrook,65+,No,2776.0,3054.0,100.0,2838.0,100.0,,,10/27/2021
19356,Orange,12-17,Yes,1170.0,856.0,73.16,813.0,69.49,,,10/27/2021
19357,Orange,18-24,Yes,990.0,916.0,92.53,845.0,85.35,,,10/27/2021
19358,Orange,25-44,Yes,2644.0,2338.0,88.43,2212.0,83.66,,,10/27/2021
19359,Orange,45-64,Yes,4504.0,3539.0,78.57,3416.0,75.84,,,10/27/2021
19360,Orange,65+,Yes,2865.0,2971.0,100.0,2817.0,98.32,,,10/27/2021
19361,Oxford,12-17,No,1030.0,684.0,66.41,654.0,63.5,,,10/27/2021
19362,Oxford,18-24,No,849.0,744.0,87.63,695.0,81.86,,,10/27/2021
19363,Oxford,25-44,No,2629.0,1843.0,70.1,1751.0,66.6,,,10/27/2021
19364,Oxford,45-64,No,4570.0,3260.0,71.33,3112.0,68.1,,,10/27/2021
19365,Oxford,65+,No,2147.0,2588.0,100.0,2444.0,100.0,,,10/27/2021
19366,Plainfield,12-17,Yes,1191.0,556.0,46.68,517.0,43.41,,,10/27/2021
19367,Plainfield,18-24,Yes,1245.0,685.0,55.02,627.0,50.36,,,10/27/2021
19368,Plainfield,25-44,Yes,4068.0,1962.0,48.23,1789.0,43.98,,,10/27/2021
19369,Plainfield,45-64,Yes,4330.0,3090.0,71.36,2950.0,68.13,,,10/27/2021
19370,Plainfield,65+,Yes,2203.0,2160.0,98.05,2090.0,94.87,,,10/27/2021
19371,Plainville,12-17,No,1172.0,692.0,59.04,604.0,51.54,,,10/27/2021
19372,Plainville,18-24,No,1511.0,946.0,62.61,882.0,58.37,,,10/27/2021
19373,Plainville,25-44,No,4744.0,3246.0,68.42,3059.0,64.48,,,10/27/2021
19374,Plainville,45-64,No,5299.0,4042.0,76.28,3869.0,73.01,,,10/27/2021
19375,Plainville,65+,No,2986.0,3001.0,100.0,2873.0,96.22,,,10/27/2021
19376,Plymouth,12-17,No,897.0,430.0,47.94,404.0,45.04,,,10/27/2021
19377,Plymouth,18-24,No,1092.0,551.0,50.46,522.0,47.8,,,10/27/2021
19378,Plymouth,25-44,No,2832.0,1681.0,59.36,1588.0,56.07,,,10/27/2021
19379,Plymouth,45-64,No,3937.0,2503.0,63.58,2391.0,60.73,,,10/27/2021
19380,Plymouth,65+,No,1726.0,1801.0,100.0,1710.0,99.07,,,10/27/2021
19381,Pomfret,12-17,No,385.0,373.0,96.88,290.0,75.32,,,10/27/2021
19382,Pomfret,18-24,No,333.0,226.0,67.87,204.0,61.26,,,10/27/2021
19383,Pomfret,25-44,No,952.0,563.0,59.14,522.0,54.83,,,10/27/2021
19384,Pomfret,45-64,No,1385.0,987.0,71.26,953.0,68.81,,,10/27/2021
19385,Pomfret,65+,No,585.0,704.0,100.0,673.0,100.0,,,10/27/2021
19386,Portland,12-17,No,746.0,493.0,66.09,468.0,62.73,,,10/27/2021
19387,Portland,18-24,No,699.0,551.0,78.83,502.0,71.82,,,10/27/2021
19388,Portland,25-44,No,2192.0,1713.0,78.15,1618.0,73.81,,,10/27/2021
19389,Portland,45-64,No,2994.0,2399.0,80.13,2295.0,76.65,,,10/27/2021
19390,Portland,65+,No,1610.0,1745.0,100.0,1668.0,100.0,,,10/27/2021
19391,Preston,12-17,No,326.0,192.0,58.9,184.0,56.44,,,10/27/2021
19392,Preston,18-24,No,359.0,217.0,60.45,210.0,58.5,,,10/27/2021
19393,Preston,25-44,No,945.0,720.0,76.19,684.0,72.38,,,10/27/2021
19394,Preston,45-64,No,1688.0,1074.0,63.63,1041.0,61.67,,,10/27/2021
19395,Preston,65+,No,896.0,876.0,97.77,844.0,94.2,,,10/27/2021
19396,Prospect,12-17,No,749.0,473.0,63.15,442.0,59.01,,,10/27/2021
19397,Prospect,18-24,No,765.0,549.0,71.76,508.0,66.41,,,10/27/2021
19398,Prospect,25-44,No,2016.0,1397.0,69.3,1326.0,65.77,,,10/27/2021
19399,Prospect,45-64,No,3253.0,2337.0,71.84,2247.0,69.07,,,10/27/2021
19400,Prospect,65+,No,1763.0,1872.0,100.0,1808.0,100.0,,,10/27/2021
19401,Putnam,12-17,No,711.0,313.0,44.02,277.0,38.96,,,10/27/2021
19402,Putnam,18-24,No,728.0,404.0,55.49,365.0,50.14,,,10/27/2021
19403,Putnam,25-44,No,2422.0,1290.0,53.26,1193.0,49.26,,,10/27/2021
19404,Putnam,45-64,No,2733.0,1876.0,68.64,1783.0,65.24,,,10/27/2021
19405,Putnam,65+,No,1540.0,1511.0,98.12,1438.0,93.38,,,10/27/2021
19406,Redding,12-17,No,922.0,579.0,62.8,542.0,58.79,,,10/27/2021
19407,Redding,18-24,No,628.0,538.0,85.67,481.0,76.59,,,10/27/2021
19408,Redding,25-44,No,1357.0,1223.0,90.13,1149.0,84.67,,,10/27/2021
19409,Redding,45-64,No,3423.0,2354.0,68.77,2243.0,65.53,,,10/27/2021
19410,Redding,65+,No,1770.0,1648.0,93.11,1523.0,86.05,,,10/27/2021
19411,Resident out of state,12-17,,,4969.0,,3466.0,,,,10/27/2021
19412,Resident out of state,18-24,,,16346.0,,12263.0,,,,10/27/2021
19413,Resident out of state,25-44,,,29930.0,,23253.0,,,,10/27/2021
19414,Resident out of state,45-64,,,26020.0,,21067.0,,,,10/27/2021
19415,Resident out of state,65+,,,17695.0,,10580.0,,,,10/27/2021
19416,Ridgefield,12-17,No,2719.0,2323.0,85.44,2182.0,80.25,,,10/27/2021
19417,Ridgefield,18-24,No,1709.0,1673.0,97.89,1481.0,86.66,,,10/27/2021
19418,Ridgefield,25-44,No,4388.0,3586.0,81.72,3349.0,76.32,,,10/27/2021
19419,Ridgefield,45-64,No,8516.0,7021.0,82.44,6707.0,78.76,,,10/27/2021
19420,Ridgefield,65+,No,3902.0,4198.0,100.0,3919.0,100.0,,,10/27/2021
19421,Rocky Hill,12-17,No,1244.0,854.0,68.65,791.0,63.59,,,10/27/2021
19422,Rocky Hill,18-24,No,1433.0,1148.0,80.11,1083.0,75.58,,,10/27/2021
19423,Rocky Hill,25-44,No,5358.0,4621.0,86.24,4368.0,81.52,,,10/27/2021
19424,Rocky Hill,45-64,No,5793.0,4610.0,79.58,4447.0,76.77,,,10/27/2021
19425,Rocky Hill,65+,No,3897.0,4021.0,100.0,3817.0,97.95,,,10/27/2021
19426,Roxbury,12-17,No,180.0,109.0,60.56,97.0,53.89,,,10/27/2021
19427,Roxbury,18-24,No,121.0,111.0,91.74,97.0,80.17,,,10/27/2021
19428,Roxbury,25-44,No,311.0,259.0,83.28,238.0,76.53,,,10/27/2021
19429,Roxbury,45-64,No,856.0,609.0,71.14,581.0,67.87,,,10/27/2021
19430,Roxbury,65+,No,545.0,650.0,100.0,584.0,100.0,,,10/27/2021
19431,Salem,12-17,No,349.0,221.0,63.32,213.0,61.03,,,10/27/2021
19432,Salem,18-24,No,337.0,257.0,76.26,239.0,70.92,,,10/27/2021
19433,Salem,25-44,No,968.0,730.0,75.41,683.0,70.56,,,10/27/2021
19434,Salem,45-64,No,1444.0,1044.0,72.3,991.0,68.63,,,10/27/2021
19435,Salem,65+,No,526.0,663.0,100.0,622.0,100.0,,,10/27/2021
19436,Salisbury,12-17,No,208.0,450.0,100.0,357.0,100.0,,,10/27/2021
19437,Salisbury,18-24,No,158.0,251.0,100.0,235.0,100.0,,,10/27/2021
19438,Salisbury,25-44,No,573.0,535.0,93.37,499.0,87.09,,,10/27/2021
19439,Salisbury,45-64,No,1261.0,945.0,74.94,906.0,71.85,,,10/27/2021
19440,Salisbury,65+,No,1151.0,1171.0,100.0,1111.0,96.52,,,10/27/2021
19441,Scotland,12-17,No,146.0,60.0,41.1,57.0,39.04,,,10/27/2021
19442,Scotland,18-24,No,137.0,79.0,57.66,70.0,51.09,,,10/27/2021
19443,Scotland,25-44,No,379.0,182.0,48.02,169.0,44.59,,,10/27/2021
19444,Scotland,45-64,No,556.0,371.0,66.73,356.0,64.03,,,10/27/2021
19445,Scotland,65+,No,258.0,270.0,100.0,260.0,100.0,,,10/27/2021
19446,Seymour,12-17,No,1265.0,738.0,58.34,694.0,54.86,,,10/27/2021
19447,Seymour,18-24,No,1347.0,986.0,73.2,908.0,67.41,,,10/27/2021
19448,Seymour,25-44,No,4235.0,3028.0,71.5,2791.0,65.9,,,10/27/2021
19449,Seymour,45-64,No,4937.0,3949.0,79.99,3751.0,75.98,,,10/27/2021
19450,Seymour,65+,No,2574.0,2495.0,96.93,2361.0,91.72,,,10/27/2021
19451,Sharon,12-17,No,129.0,75.0,58.14,67.0,51.94,,,10/27/2021
19452,Sharon,18-24,No,130.0,86.0,66.15,70.0,53.85,,,10/27/2021
19453,Sharon,25-44,No,436.0,260.0,59.63,242.0,55.5,,,10/27/2021
19454,Sharon,45-64,No,1047.0,654.0,62.46,623.0,59.5,,,10/27/2021
19455,Sharon,65+,No,744.0,765.0,100.0,703.0,94.49,,,10/27/2021
19456,Shelton,12-17,No,3103.0,1858.0,59.88,1741.0,56.11,,,10/27/2021
19457,Shelton,18-24,No,3127.0,2417.0,77.29,2238.0,71.57,,,10/27/2021
19458,Shelton,25-44,No,9054.0,6901.0,76.22,6460.0,71.35,,,10/27/2021
19459,Shelton,45-64,No,13126.0,10065.0,76.68,9641.0,73.45,,,10/27/2021
19460,Shelton,65+,No,7991.0,8197.0,100.0,7757.0,97.07,,,10/27/2021
19461,Sherman,12-17,No,316.0,173.0,54.75,146.0,46.2,,,10/27/2021
19462,Sherman,18-24,No,267.0,188.0,70.41,170.0,63.67,,,10/27/2021
19463,Sherman,25-44,No,526.0,351.0,66.73,327.0,62.17,,,10/27/2021
19464,Sherman,45-64,No,1402.0,918.0,65.48,873.0,62.27,,,10/27/2021
19465,Sherman,65+,No,740.0,747.0,100.0,695.0,93.92,,,10/27/2021
19466,Simsbury,12-17,No,2356.0,1892.0,80.31,1767.0,75.0,,,10/27/2021
19467,Simsbury,18-24,No,1620.0,1702.0,100.0,1565.0,96.6,,,10/27/2021
19468,Simsbury,25-44,No,4688.0,4593.0,97.97,4350.0,92.79,,,10/27/2021
19469,Simsbury,45-64,No,7966.0,6700.0,84.11,6425.0,80.66,,,10/27/2021
19470,Simsbury,65+,No,3877.0,4484.0,100.0,4243.0,100.0,,,10/27/2021
19471,Somers,12-17,No,820.0,417.0,50.85,379.0,46.22,,,10/27/2021
19472,Somers,18-24,No,1077.0,514.0,47.73,478.0,44.38,,,10/27/2021
19473,Somers,25-44,No,3044.0,1622.0,53.29,1512.0,49.67,,,10/27/2021
19474,Somers,45-64,No,3636.0,2428.0,66.78,2299.0,63.23,,,10/27/2021
19475,Somers,65+,No,1633.0,1714.0,100.0,1603.0,98.16,,,10/27/2021
19476,South Windsor,12-17,No,2225.0,1718.0,77.21,1619.0,72.76,,,10/27/2021
19477,South Windsor,18-24,No,1956.0,1768.0,90.39,1658.0,84.76,,,10/27/2021
19478,South Windsor,25-44,No,5627.0,5497.0,97.69,5211.0,92.61,,,10/27/2021
19479,South Windsor,45-64,No,8150.0,6551.0,80.38,6330.0,77.67,,,10/27/2021
19480,South Windsor,65+,No,4417.0,4806.0,100.0,4548.0,100.0,,,10/27/2021
19481,Southbury,12-17,No,1436.0,1020.0,71.03,941.0,65.53,,,10/27/2021
19482,Southbury,18-24,No,1166.0,947.0,81.22,875.0,75.04,,,10/27/2021
19483,Southbury,25-44,No,3206.0,2500.0,77.98,2369.0,73.89,,,10/27/2021
19484,Southbury,45-64,No,6365.0,4662.0,73.24,4487.0,70.49,,,10/27/2021
19485,Southbury,65+,No,5611.0,5575.0,99.36,5214.0,92.92,,,10/27/2021
19486,Southington,12-17,No,3425.0,2397.0,69.99,2288.0,66.8,,,10/27/2021
19487,Southington,18-24,No,3274.0,2693.0,82.25,2542.0,77.64,,,10/27/2021
19488,Southington,25-44,No,9665.0,7747.0,80.16,7315.0,75.69,,,10/27/2021
19489,Southington,45-64,No,13021.0,10414.0,79.98,10075.0,77.38,,,10/27/2021
19490,Southington,65+,No,8562.0,8742.0,100.0,8370.0,97.76,,,10/27/2021
19491,Sprague,12-17,No,235.0,121.0,51.49,110.0,46.81,,,10/27/2021
19492,Sprague,18-24,No,250.0,131.0,52.4,117.0,46.8,,,10/27/2021
19493,Sprague,25-44,No,804.0,431.0,53.61,397.0,49.38,,,10/27/2021
19494,Sprague,45-64,No,869.0,564.0,64.9,543.0,62.49,,,10/27/2021
19495,Sprague,65+,No,360.0,432.0,100.0,416.0,100.0,,,10/27/2021
19496,Stafford,12-17,No,935.0,364.0,38.93,336.0,35.94,,,10/27/2021
19497,Stafford,18-24,No,1061.0,481.0,45.33,446.0,42.04,,,10/27/2021
19498,Stafford,25-44,No,2818.0,1505.0,53.41,1394.0,49.47,,,10/27/2021
19499,Stafford,45-64,No,3678.0,2541.0,69.09,2433.0,66.15,,,10/27/2021
19500,Stafford,65+,No,1915.0,1834.0,95.77,1722.0,89.92,,,10/27/2021
19501,Stamford,12-17,Yes,8389.0,7242.0,86.33,6209.0,74.01,,,10/27/2021
19502,Stamford,18-24,Yes,10933.0,8786.0,80.36,7463.0,68.26,,,10/27/2021
19503,Stamford,25-44,Yes,39755.0,35554.0,89.43,31499.0,79.23,,,10/27/2021
19504,Stamford,45-64,Yes,32402.0,31197.0,96.28,28912.0,89.23,,,10/27/2021
19505,Stamford,65+,Yes,18070.0,19460.0,100.0,17769.0,98.33,,,10/27/2021
19506,Sterling,12-17,No,337.0,127.0,37.69,120.0,35.61,,,10/27/2021
19507,Sterling,18-24,No,314.0,164.0,52.23,140.0,44.59,,,10/27/2021
19508,Sterling,25-44,No,1022.0,404.0,39.53,357.0,34.93,,,10/27/2021
19509,Sterling,45-64,No,1182.0,757.0,64.04,716.0,60.58,,,10/27/2021
19510,Sterling,65+,No,352.0,396.0,100.0,382.0,100.0,,,10/27/2021
19511,Stonington,12-17,No,1315.0,852.0,64.79,802.0,60.99,,,10/27/2021
19512,Stonington,18-24,No,1283.0,909.0,70.85,828.0,64.54,,,10/27/2021
19513,Stonington,25-44,No,3534.0,2468.0,69.84,2301.0,65.11,,,10/27/2021
19514,Stonington,45-64,No,6079.0,4483.0,73.75,4327.0,71.18,,,10/27/2021
19515,Stonington,65+,No,4232.0,4826.0,100.0,4550.0,100.0,,,10/27/2021
19516,Stratford,12-17,No,3899.0,2705.0,69.38,2477.0,63.53,,,10/27/2021
19517,Stratford,18-24,No,4160.0,3170.0,76.2,2889.0,69.45,,,10/27/2021
19518,Stratford,25-44,No,12860.0,9125.0,70.96,8429.0,65.54,,,10/27/2021
19519,Stratford,45-64,No,15454.0,12041.0,77.92,11483.0,74.3,,,10/27/2021
19520,Stratford,65+,No,9237.0,9003.0,97.47,8578.0,92.87,,,10/27/2021
19521,Suffield,12-17,No,1330.0,803.0,60.38,730.0,54.89,,,10/27/2021
19522,Suffield,18-24,No,1559.0,839.0,53.82,750.0,48.11,,,10/27/2021
19523,Suffield,25-44,No,4002.0,2571.0,64.24,2379.0,59.45,,,10/27/2021
19524,Suffield,45-64,No,4839.0,3743.0,77.35,3602.0,74.44,,,10/27/2021
19525,Suffield,65+,No,2427.0,2629.0,100.0,2436.0,100.0,,,10/27/2021
19526,Thomaston,12-17,No,601.0,326.0,54.24,313.0,52.08,,,10/27/2021
19527,Thomaston,18-24,No,657.0,464.0,70.62,441.0,67.12,,,10/27/2021
19528,Thomaston,25-44,No,1783.0,1187.0,66.57,1121.0,62.87,,,10/27/2021
19529,Thomaston,45-64,No,2576.0,1891.0,73.41,1814.0,70.42,,,10/27/2021
19530,Thomaston,65+,No,1163.0,1217.0,100.0,1161.0,99.83,,,10/27/2021
19531,Thompson,12-17,No,682.0,307.0,45.01,261.0,38.27,,,10/27/2021
19532,Thompson,18-24,No,737.0,322.0,43.69,286.0,38.81,,,10/27/2021
19533,Thompson,25-44,No,2127.0,886.0,41.65,812.0,38.18,,,10/27/2021
19534,Thompson,45-64,No,3105.0,1683.0,54.2,1607.0,51.76,,,10/27/2021
19535,Thompson,65+,No,1508.0,1340.0,88.86,1292.0,85.68,,,10/27/2021
19536,Tolland,12-17,No,1452.0,1009.0,69.49,967.0,66.6,,,10/27/2021
19537,Tolland,18-24,No,1302.0,1096.0,84.18,1035.0,79.49,,,10/27/2021
19538,Tolland,25-44,No,3057.0,2350.0,76.87,2245.0,73.44,,,10/27/2021
19539,Tolland,45-64,No,4868.0,3813.0,78.33,3685.0,75.7,,,10/27/2021
19540,Tolland,65+,No,2135.0,2421.0,100.0,2300.0,100.0,,,10/27/2021
19541,Torrington,12-17,Yes,2398.0,1505.0,62.76,1392.0,58.05,,,10/27/2021
19542,Torrington,18-24,Yes,2857.0,1708.0,59.78,1533.0,53.66,,,10/27/2021
19543,Torrington,25-44,Yes,8423.0,5880.0,69.81,5409.0,64.22,,,10/27/2021
19544,Torrington,45-64,Yes,10743.0,8191.0,76.24,7820.0,72.79,,,10/27/2021
19545,Torrington,65+,Yes,6185.0,6074.0,98.21,5808.0,93.9,,,10/27/2021
19546,Trumbull,12-17,No,3349.0,2790.0,83.31,2631.0,78.56,,,10/27/2021
19547,Trumbull,18-24,No,2770.0,2515.0,90.79,2323.0,83.86,,,10/27/2021
19548,Trumbull,25-44,No,7216.0,6569.0,91.03,6199.0,85.91,,,10/27/2021
19549,Trumbull,45-64,No,11176.0,9318.0,83.38,8955.0,80.13,,,10/27/2021
19550,Trumbull,65+,No,6866.0,6504.0,94.73,6132.0,89.31,,,10/27/2021
19551,Union,12-17,No,67.0,22.0,32.84,21.0,31.34,,,10/27/2021
19552,Union,18-24,No,53.0,38.0,71.7,35.0,66.04,,,10/27/2021
19553,Union,25-44,No,152.0,77.0,50.66,71.0,46.71,,,10/27/2021
19554,Union,45-64,No,305.0,194.0,63.61,189.0,61.97,,,10/27/2021
19555,Union,65+,No,169.0,191.0,100.0,177.0,100.0,,,10/27/2021
19556,Vernon,12-17,Yes,1841.0,1250.0,67.9,1146.0,62.25,,,10/27/2021
19557,Vernon,18-24,Yes,2780.0,1561.0,56.15,1438.0,51.73,,,10/27/2021
19558,Vernon,25-44,Yes,7863.0,6489.0,82.53,6074.0,77.25,,,10/27/2021
19559,Vernon,45-64,Yes,7999.0,6396.0,79.96,6129.0,76.62,,,10/27/2021
19560,Vernon,65+,Yes,5032.0,5274.0,100.0,4997.0,99.3,,,10/27/2021
19561,Voluntown,12-17,No,204.0,99.0,48.53,92.0,45.1,,,10/27/2021
19562,Voluntown,18-24,No,186.0,120.0,64.52,111.0,59.68,,,10/27/2021
19563,Voluntown,25-44,No,616.0,283.0,45.94,258.0,41.88,,,10/27/2021
19564,Voluntown,45-64,No,948.0,639.0,67.41,623.0,65.72,,,10/27/2021
19565,Voluntown,65+,No,316.0,425.0,100.0,409.0,100.0,,,10/27/2021
19566,Wallingford,12-17,No,3189.0,2384.0,74.76,2227.0,69.83,,,10/27/2021
19567,Wallingford,18-24,No,3421.0,2767.0,80.88,2613.0,76.38,,,10/27/2021
19568,Wallingford,25-44,No,10958.0,8600.0,78.48,8128.0,74.17,,,10/27/2021
19569,Wallingford,45-64,No,13953.0,10870.0,77.9,10479.0,75.1,,,10/27/2021
19570,Wallingford,65+,No,8045.0,8592.0,100.0,8154.0,100.0,,,10/27/2021
19571,Warren,12-17,No,103.0,59.0,57.28,52.0,50.49,,,10/27/2021
19572,Warren,18-24,No,79.0,79.0,100.0,71.0,89.87,,,10/27/2021
19573,Warren,25-44,No,258.0,150.0,58.14,142.0,55.04,,,10/27/2021
19574,Warren,45-64,No,514.0,387.0,75.29,365.0,71.01,,,10/27/2021
19575,Warren,65+,No,325.0,319.0,98.15,299.0,92.0,,,10/27/2021
19576,Washington,12-17,No,220.0,280.0,100.0,234.0,100.0,,,10/27/2021
19577,Washington,18-24,No,186.0,211.0,100.0,191.0,100.0,,,10/27/2021
19578,Washington,25-44,No,629.0,480.0,76.31,445.0,70.75,,,10/27/2021
19579,Washington,45-64,No,1259.0,929.0,73.79,872.0,69.26,,,10/27/2021
19580,Washington,65+,No,846.0,956.0,100.0,872.0,100.0,,,10/27/2021
19581,Waterbury,12-17,Yes,8956.0,4866.0,54.33,4200.0,46.9,,,10/27/2021
19582,Waterbury,18-24,Yes,10782.0,6151.0,57.05,5215.0,48.37,,,10/27/2021
19583,Waterbury,25-44,Yes,29898.0,19612.0,65.6,17147.0,57.35,,,10/27/2021
19584,Waterbury,45-64,Yes,27429.0,21545.0,78.55,20032.0,73.03,,,10/27/2021
19585,Waterbury,65+,Yes,13896.0,12754.0,91.78,12001.0,86.36,,,10/27/2021
19586,Waterford,12-17,Yes,1455.0,966.0,66.39,895.0,61.51,,,10/27/2021
19587,Waterford,18-24,Yes,1435.0,1108.0,77.21,1022.0,71.22,,,10/27/2021
