,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
19588,Waterford,25-44,Yes,3810.0,3145.0,82.55,2952.0,77.48,,,10/27/2021
19589,Waterford,45-64,Yes,6259.0,5030.0,80.36,4836.0,77.26,,,10/27/2021
19590,Waterford,65+,Yes,4236.0,4238.0,100.0,4017.0,94.83,,,10/27/2021
19591,Watertown,12-17,No,1694.0,1009.0,59.56,936.0,55.25,,,10/27/2021
19592,Watertown,18-24,No,1838.0,1248.0,67.9,1152.0,62.68,,,10/27/2021
19593,Watertown,25-44,No,4702.0,3603.0,76.63,3381.0,71.91,,,10/27/2021
19594,Watertown,45-64,No,7146.0,5353.0,74.91,5152.0,72.1,,,10/27/2021
19595,Watertown,65+,No,4055.0,4127.0,100.0,3918.0,96.62,,,10/27/2021
19596,West Hartford,12-17,Yes,5093.0,4720.0,92.68,4446.0,87.3,,,10/27/2021
19597,West Hartford,18-24,Yes,5228.0,4716.0,90.21,4306.0,82.36,,,10/27/2021
19598,West Hartford,25-44,Yes,15656.0,14322.0,91.48,13489.0,86.16,,,10/27/2021
19599,West Hartford,45-64,Yes,17430.0,15640.0,89.73,14950.0,85.77,,,10/27/2021
19600,West Hartford,65+,Yes,11042.0,11732.0,100.0,11021.0,99.81,,,10/27/2021
19601,West Haven,12-17,Yes,4728.0,2549.0,53.91,2324.0,49.15,,,10/27/2021
19602,West Haven,18-24,Yes,6889.0,4149.0,60.23,3772.0,54.75,,,10/27/2021
19603,West Haven,25-44,Yes,14470.0,10799.0,74.63,9914.0,68.51,,,10/27/2021
19604,West Haven,45-64,Yes,14336.0,11699.0,81.61,11187.0,78.03,,,10/27/2021
19605,West Haven,65+,Yes,7347.0,7412.0,100.0,7093.0,96.54,,,10/27/2021
19606,Westbrook,12-17,No,474.0,303.0,63.92,285.0,60.13,,,10/27/2021
19607,Westbrook,18-24,No,505.0,386.0,76.44,345.0,68.32,,,10/27/2021
19608,Westbrook,25-44,No,1431.0,1038.0,72.54,955.0,66.74,,,10/27/2021
19609,Westbrook,45-64,No,2201.0,1808.0,82.14,1732.0,78.69,,,10/27/2021
19610,Westbrook,65+,No,1633.0,1758.0,100.0,1652.0,100.0,,,10/27/2021
19611,Weston,12-17,No,1261.0,1168.0,92.62,1085.0,86.04,,,10/27/2021
19612,Weston,18-24,No,748.0,685.0,91.58,608.0,81.28,,,10/27/2021
19613,Weston,25-44,No,1501.0,1425.0,94.94,1302.0,86.74,,,10/27/2021
19614,Weston,45-64,No,3769.0,3122.0,82.83,2985.0,79.2,,,10/27/2021
19615,Weston,65+,No,1323.0,1540.0,100.0,1399.0,100.0,,,10/27/2021
19616,Westport,12-17,No,2987.0,2974.0,99.56,2779.0,93.04,,,10/27/2021
19617,Westport,18-24,No,1759.0,1831.0,100.0,1592.0,90.51,,,10/27/2021
19618,Westport,25-44,No,4263.0,3856.0,90.45,3534.0,82.9,,,10/27/2021
19619,Westport,45-64,No,9291.0,8330.0,89.66,7867.0,84.67,,,10/27/2021
19620,Westport,65+,No,4605.0,4836.0,100.0,4326.0,93.94,,,10/27/2021
19621,Wethersfield,12-17,No,1880.0,1385.0,73.67,1292.0,68.72,,,10/27/2021
19622,Wethersfield,18-24,No,1857.0,1697.0,91.38,1578.0,84.98,,,10/27/2021
19623,Wethersfield,25-44,No,6123.0,5495.0,89.74,5196.0,84.86,,,10/27/2021
19624,Wethersfield,45-64,No,7852.0,6774.0,86.27,6544.0,83.34,,,10/27/2021
19625,Wethersfield,65+,No,5417.0,5224.0,96.44,5023.0,92.73,,,10/27/2021
19626,Willington,12-17,No,386.0,211.0,54.66,194.0,50.26,,,10/27/2021
19627,Willington,18-24,No,1306.0,377.0,28.87,348.0,26.65,,,10/27/2021
19628,Willington,25-44,No,1198.0,922.0,76.96,871.0,72.7,,,10/27/2021
19629,Willington,45-64,No,1774.0,1214.0,68.43,1156.0,65.16,,,10/27/2021
19630,Willington,65+,No,735.0,902.0,100.0,855.0,100.0,,,10/27/2021
19631,Wilton,12-17,No,2114.0,1938.0,91.67,1813.0,85.76,,,10/27/2021
19632,Wilton,18-24,No,1230.0,1282.0,100.0,1103.0,89.67,,,10/27/2021
19633,Wilton,25-44,No,3178.0,2877.0,90.53,2683.0,84.42,,,10/27/2021
19634,Wilton,45-64,No,6127.0,5252.0,85.72,5026.0,82.03,,,10/27/2021
19635,Wilton,65+,No,2814.0,3194.0,100.0,2942.0,100.0,,,10/27/2021
19636,Winchester,12-17,Yes,772.0,347.0,44.95,314.0,40.67,,,10/27/2021
19637,Winchester,18-24,Yes,958.0,481.0,50.21,434.0,45.3,,,10/27/2021
19638,Winchester,25-44,Yes,2369.0,1492.0,62.98,1365.0,57.62,,,10/27/2021
19639,Winchester,45-64,Yes,3555.0,2357.0,66.3,2250.0,63.29,,,10/27/2021
19640,Winchester,65+,Yes,1998.0,1929.0,96.55,1838.0,91.99,,,10/27/2021
19641,Windham,12-17,Yes,2329.0,992.0,42.59,898.0,38.56,,,10/27/2021
19642,Windham,18-24,Yes,4282.0,1523.0,35.57,1335.0,31.18,,,10/27/2021
19643,Windham,25-44,Yes,6187.0,4392.0,70.99,4036.0,65.23,,,10/27/2021
19644,Windham,45-64,Yes,5600.0,4291.0,76.62,4098.0,73.18,,,10/27/2021
19645,Windham,65+,Yes,3234.0,3090.0,95.55,2954.0,91.34,,,10/27/2021
19646,Windsor,12-17,No,2145.0,1555.0,72.49,1429.0,66.62,,,10/27/2021
19647,Windsor,18-24,No,2462.0,1793.0,72.83,1627.0,66.08,,,10/27/2021
19648,Windsor,25-44,No,6796.0,5191.0,76.38,4763.0,70.09,,,10/27/2021
19649,Windsor,45-64,No,9084.0,7341.0,80.81,7002.0,77.08,,,10/27/2021
19650,Windsor,65+,No,4943.0,5736.0,100.0,5451.0,100.0,,,10/27/2021
19651,Windsor Locks,12-17,Yes,858.0,546.0,63.64,484.0,56.41,,,10/27/2021
19652,Windsor Locks,18-24,Yes,1045.0,613.0,58.66,565.0,54.07,,,10/27/2021
19653,Windsor Locks,25-44,Yes,3034.0,2132.0,70.27,1985.0,65.43,,,10/27/2021
19654,Windsor Locks,45-64,Yes,3887.0,2972.0,76.46,2832.0,72.86,,,10/27/2021
19655,Windsor Locks,65+,Yes,2185.0,2310.0,100.0,2202.0,100.0,,,10/27/2021
19656,Wolcott,12-17,No,1391.0,763.0,54.85,718.0,51.62,,,10/27/2021
19657,Wolcott,18-24,No,1421.0,1008.0,70.94,924.0,65.02,,,10/27/2021
19658,Wolcott,25-44,No,3576.0,2512.0,70.25,2371.0,66.3,,,10/27/2021
19659,Wolcott,45-64,No,5558.0,4073.0,73.28,3907.0,70.3,,,10/27/2021
19660,Wolcott,65+,No,2780.0,2800.0,100.0,2664.0,95.83,,,10/27/2021
19661,Woodbridge,12-17,No,773.0,635.0,82.15,600.0,77.62,,,10/27/2021
19662,Woodbridge,18-24,No,598.0,562.0,93.98,516.0,86.29,,,10/27/2021
19663,Woodbridge,25-44,No,1518.0,1471.0,96.9,1401.0,92.29,,,10/27/2021
19664,Woodbridge,45-64,No,3010.0,2392.0,79.47,2303.0,76.51,,,10/27/2021
19665,Woodbridge,65+,No,1821.0,1933.0,100.0,1804.0,99.07,,,10/27/2021
19666,Woodbury,12-17,No,675.0,442.0,65.48,420.0,62.22,,,10/27/2021
19667,Woodbury,18-24,No,741.0,498.0,67.21,457.0,61.67,,,10/27/2021
19668,Woodbury,25-44,No,1782.0,1294.0,72.62,1211.0,67.96,,,10/27/2021
19669,Woodbury,45-64,No,3458.0,2538.0,73.4,2451.0,70.88,,,10/27/2021
19670,Woodbury,65+,No,2015.0,2121.0,100.0,2025.0,100.0,,,10/27/2021
19671,Woodstock,12-17,No,652.0,493.0,75.61,444.0,68.1,,,10/27/2021
19672,Woodstock,18-24,No,533.0,442.0,82.93,407.0,76.36,,,10/27/2021
19673,Woodstock,25-44,No,1644.0,910.0,55.35,850.0,51.7,,,10/27/2021
19674,Woodstock,45-64,No,2804.0,1884.0,67.19,1800.0,64.19,,,10/27/2021
19675,Woodstock,65+,No,1217.0,1383.0,100.0,1314.0,100.0,,,10/27/2021
19676,Address pending validation,12-17,,,300.0,,243.0,,,,11/03/2021
19677,Address pending validation,18-24,,,1190.0,,1034.0,,,,11/03/2021
19678,Address pending validation,25-44,,,2754.0,,2363.0,,,,11/03/2021
19679,Address pending validation,45-64,,,2589.0,,2293.0,,,,11/03/2021
19680,Address pending validation,65+,,,1030.0,,885.0,,,,11/03/2021
19681,Andover,12-17,No,329.0,183.0,55.62,176.0,53.5,,,11/03/2021
19682,Andover,18-24,No,294.0,203.0,69.05,192.0,65.31,,,11/03/2021
19683,Andover,25-44,No,628.0,445.0,70.86,421.0,67.04,,,11/03/2021
19684,Andover,45-64,No,1217.0,905.0,74.36,874.0,71.82,,,11/03/2021
19685,Andover,65+,No,421.0,517.0,100.0,485.0,100.0,,,11/03/2021
19686,Ansonia,12-17,Yes,1505.0,754.0,50.1,672.0,44.65,,,11/03/2021
19687,Ansonia,18-24,Yes,1743.0,1043.0,59.84,937.0,53.76,,,11/03/2021
19688,Ansonia,25-44,Yes,5043.0,3363.0,66.69,3062.0,60.72,,,11/03/2021
19689,Ansonia,45-64,Yes,5365.0,4122.0,76.83,3860.0,71.95,,,11/03/2021
19690,Ansonia,65+,Yes,2535.0,2339.0,92.27,2217.0,87.46,,,11/03/2021
19691,Ashford,12-17,No,292.0,192.0,65.75,174.0,59.59,,,11/03/2021
19692,Ashford,18-24,No,362.0,211.0,58.29,198.0,54.7,,,11/03/2021
19693,Ashford,25-44,No,1025.0,643.0,62.73,608.0,59.32,,,11/03/2021
19694,Ashford,45-64,No,1456.0,1025.0,70.4,981.0,67.38,,,11/03/2021
19695,Ashford,65+,No,572.0,718.0,100.0,680.0,100.0,,,11/03/2021
19696,Avon,12-17,No,1787.0,1590.0,88.98,1500.0,83.94,,,11/03/2021
19697,Avon,18-24,No,1147.0,1274.0,100.0,1158.0,100.0,,,11/03/2021
19698,Avon,25-44,No,3448.0,3308.0,95.94,3131.0,90.81,,,11/03/2021
19699,Avon,45-64,No,5968.0,5237.0,87.75,5005.0,83.86,,,11/03/2021
19700,Avon,65+,No,3446.0,3787.0,100.0,3510.0,100.0,,,11/03/2021
19701,Barkhamsted,12-17,No,310.0,186.0,60.0,172.0,55.48,,,11/03/2021
19702,Barkhamsted,18-24,No,222.0,187.0,84.23,174.0,78.38,,,11/03/2021
19703,Barkhamsted,25-44,No,741.0,494.0,66.67,473.0,63.83,,,11/03/2021
19704,Barkhamsted,45-64,No,1386.0,971.0,70.06,941.0,67.89,,,11/03/2021
19705,Barkhamsted,65+,No,616.0,725.0,100.0,694.0,100.0,,,11/03/2021
19706,Beacon Falls,12-17,No,471.0,279.0,59.24,259.0,54.99,,,11/03/2021
19707,Beacon Falls,18-24,No,439.0,355.0,80.87,326.0,74.26,,,11/03/2021
19708,Beacon Falls,25-44,No,1527.0,937.0,61.36,877.0,57.43,,,11/03/2021
19709,Beacon Falls,45-64,No,1929.0,1451.0,75.22,1388.0,71.95,,,11/03/2021
19710,Beacon Falls,65+,No,951.0,1104.0,100.0,1045.0,100.0,,,11/03/2021
19711,Berlin,12-17,No,1538.0,751.0,48.83,700.0,45.51,,,11/03/2021
19712,Berlin,18-24,No,1490.0,1225.0,82.21,1161.0,77.92,,,11/03/2021
19713,Berlin,25-44,No,4289.0,3293.0,76.78,3114.0,72.6,,,11/03/2021
19714,Berlin,45-64,No,6790.0,5055.0,74.45,4874.0,71.78,,,11/03/2021
19715,Berlin,65+,No,4012.0,4351.0,100.0,4146.0,100.0,,,11/03/2021
19716,Bethany,12-17,No,476.0,286.0,60.08,266.0,55.88,,,11/03/2021
19717,Bethany,18-24,No,386.0,385.0,99.74,356.0,92.23,,,11/03/2021
19718,Bethany,25-44,No,1011.0,831.0,82.2,797.0,78.83,,,11/03/2021
19719,Bethany,45-64,No,2135.0,1472.0,68.95,1411.0,66.09,,,11/03/2021
19720,Bethany,65+,No,866.0,1021.0,100.0,969.0,100.0,,,11/03/2021
19721,Bethel,12-17,No,1556.0,1287.0,82.71,1181.0,75.9,,,11/03/2021
19722,Bethel,18-24,No,1600.0,1210.0,75.62,1093.0,68.31,,,11/03/2021
19723,Bethel,25-44,No,4522.0,3538.0,78.24,3223.0,71.27,,,11/03/2021
19724,Bethel,45-64,No,6259.0,4732.0,75.6,4483.0,71.62,,,11/03/2021
19725,Bethel,65+,No,2874.0,2844.0,98.96,2621.0,91.2,,,11/03/2021
19726,Bethlehem,12-17,No,265.0,125.0,47.17,117.0,44.15,,,11/03/2021
19727,Bethlehem,18-24,No,285.0,144.0,50.53,129.0,45.26,,,11/03/2021
19728,Bethlehem,25-44,No,575.0,426.0,74.09,403.0,70.09,,,11/03/2021
19729,Bethlehem,45-64,No,1390.0,800.0,57.55,761.0,54.75,,,11/03/2021
19730,Bethlehem,65+,No,646.0,762.0,100.0,717.0,100.0,,,11/03/2021
19731,Bloomfield,12-17,No,1319.0,782.0,59.29,718.0,54.44,,,11/03/2021
19732,Bloomfield,18-24,No,1665.0,1109.0,66.61,1009.0,60.6,,,11/03/2021
19733,Bloomfield,25-44,No,4182.0,3570.0,85.37,3264.0,78.05,,,11/03/2021
19734,Bloomfield,45-64,No,6268.0,4996.0,79.71,4673.0,74.55,,,11/03/2021
19735,Bloomfield,65+,No,5199.0,5621.0,100.0,5198.0,99.98,,,11/03/2021
19736,Bolton,12-17,No,406.0,278.0,68.47,264.0,65.02,,,11/03/2021
19737,Bolton,18-24,No,424.0,281.0,66.27,266.0,62.74,,,11/03/2021
19738,Bolton,25-44,No,953.0,790.0,82.9,733.0,76.92,,,11/03/2021
19739,Bolton,45-64,No,1723.0,1232.0,71.5,1178.0,68.37,,,11/03/2021
19740,Bolton,65+,No,850.0,924.0,100.0,885.0,100.0,,,11/03/2021
19741,Bozrah,12-17,No,191.0,101.0,52.88,97.0,50.79,,,11/03/2021
19742,Bozrah,18-24,No,224.0,115.0,51.34,110.0,49.11,,,11/03/2021
19743,Bozrah,25-44,No,556.0,338.0,60.79,315.0,56.65,,,11/03/2021
19744,Bozrah,45-64,No,902.0,614.0,68.07,601.0,66.63,,,11/03/2021
19745,Bozrah,65+,No,427.0,524.0,100.0,500.0,100.0,,,11/03/2021
19746,Branford,12-17,No,1684.0,1152.0,68.41,1081.0,64.19,,,11/03/2021
19747,Branford,18-24,No,1821.0,1511.0,82.98,1387.0,76.17,,,11/03/2021
19748,Branford,25-44,No,6435.0,4922.0,76.49,4628.0,71.92,,,11/03/2021
19749,Branford,45-64,No,9359.0,7103.0,75.89,6841.0,73.1,,,11/03/2021
19750,Branford,65+,No,6079.0,6693.0,100.0,6226.0,100.0,,,11/03/2021
19751,Bridgeport,12-17,Yes,12113.0,6840.0,56.47,5799.0,47.87,,,11/03/2021
19752,Bridgeport,18-24,Yes,17713.0,9435.0,53.27,7879.0,44.48,,,11/03/2021
19753,Bridgeport,25-44,Yes,43540.0,29377.0,67.47,25678.0,58.98,,,11/03/2021
19754,Bridgeport,45-64,Yes,34783.0,28775.0,82.73,26777.0,76.98,,,11/03/2021
19755,Bridgeport,65+,Yes,15163.0,14874.0,98.09,14025.0,92.49,,,11/03/2021
19756,Bridgewater,12-17,No,109.0,77.0,70.64,71.0,65.14,,,11/03/2021
19757,Bridgewater,18-24,No,85.0,85.0,100.0,80.0,94.12,,,11/03/2021
19758,Bridgewater,25-44,No,229.0,194.0,84.72,179.0,78.17,,,11/03/2021
19759,Bridgewater,45-64,No,635.0,463.0,72.91,446.0,70.24,,,11/03/2021
19760,Bridgewater,65+,No,474.0,474.0,100.0,435.0,91.77,,,11/03/2021
19761,Bristol,12-17,Yes,4255.0,2580.0,60.63,2374.0,55.79,,,11/03/2021
19762,Bristol,18-24,Yes,4765.0,3358.0,70.47,3055.0,64.11,,,11/03/2021
19763,Bristol,25-44,Yes,16235.0,11536.0,71.06,10694.0,65.87,,,11/03/2021
19764,Bristol,45-64,Yes,17083.0,13867.0,81.17,13233.0,77.46,,,11/03/2021
19765,Bristol,65+,Yes,9960.0,9995.0,100.0,9363.0,94.01,,,11/03/2021
19766,Brookfield,12-17,No,1565.0,1129.0,72.14,1068.0,68.24,,,11/03/2021
19767,Brookfield,18-24,No,1434.0,1144.0,79.78,1051.0,73.29,,,11/03/2021
19768,Brookfield,25-44,No,3384.0,2777.0,82.06,2590.0,76.54,,,11/03/2021
19769,Brookfield,45-64,No,5665.0,4505.0,79.52,4297.0,75.85,,,11/03/2021
19770,Brookfield,65+,No,2746.0,3089.0,100.0,2871.0,100.0,,,11/03/2021
19771,Brooklyn,12-17,No,587.0,340.0,57.92,318.0,54.17,,,11/03/2021
19772,Brooklyn,18-24,No,616.0,412.0,66.88,380.0,61.69,,,11/03/2021
19773,Brooklyn,25-44,No,2237.0,1093.0,48.86,1009.0,45.11,,,11/03/2021
19774,Brooklyn,45-64,No,2471.0,1728.0,69.93,1642.0,66.45,,,11/03/2021
19775,Brooklyn,65+,No,1310.0,1412.0,100.0,1306.0,99.69,,,11/03/2021
19776,Burlington,12-17,No,905.0,633.0,69.94,610.0,67.4,,,11/03/2021
19777,Burlington,18-24,No,688.0,600.0,87.21,562.0,81.69,,,11/03/2021
19778,Burlington,25-44,No,1997.0,1568.0,78.52,1486.0,74.41,,,11/03/2021
19779,Burlington,45-64,No,3389.0,2605.0,76.87,2514.0,74.18,,,11/03/2021
19780,Burlington,65+,No,1234.0,1516.0,100.0,1431.0,100.0,,,11/03/2021
19781,Canaan,12-17,No,74.0,78.0,100.0,74.0,100.0,,,11/03/2021
19782,Canaan,18-24,No,80.0,78.0,97.5,71.0,88.75,,,11/03/2021
19783,Canaan,25-44,No,237.0,244.0,100.0,225.0,94.94,,,11/03/2021
19784,Canaan,45-64,No,379.0,383.0,100.0,368.0,97.1,,,11/03/2021
19785,Canaan,65+,No,321.0,387.0,100.0,356.0,100.0,,,11/03/2021
19786,Canterbury,12-17,No,410.0,157.0,38.29,149.0,36.34,,,11/03/2021
19787,Canterbury,18-24,No,397.0,234.0,58.94,218.0,54.91,,,11/03/2021
19788,Canterbury,25-44,No,1153.0,700.0,60.71,655.0,56.81,,,11/03/2021
19789,Canterbury,45-64,No,1764.0,1162.0,65.87,1117.0,63.32,,,11/03/2021
19790,Canterbury,65+,No,734.0,856.0,100.0,820.0,100.0,,,11/03/2021
19791,Canton,12-17,No,832.0,623.0,74.88,598.0,71.88,,,11/03/2021
19792,Canton,18-24,No,700.0,589.0,84.14,528.0,75.43,,,11/03/2021
19793,Canton,25-44,No,2138.0,1660.0,77.64,1586.0,74.18,,,11/03/2021
19794,Canton,45-64,No,3472.0,2635.0,75.89,2546.0,73.33,,,11/03/2021
19795,Canton,65+,No,1844.0,2028.0,100.0,1929.0,100.0,,,11/03/2021
19796,Chaplin,12-17,No,135.0,90.0,66.67,80.0,59.26,,,11/03/2021
19797,Chaplin,18-24,No,182.0,93.0,51.1,84.0,46.15,,,11/03/2021
19798,Chaplin,25-44,No,524.0,320.0,61.07,298.0,56.87,,,11/03/2021
19799,Chaplin,45-64,No,825.0,529.0,64.12,509.0,61.7,,,11/03/2021
19800,Chaplin,65+,No,329.0,359.0,100.0,346.0,100.0,,,11/03/2021
19801,Cheshire,12-17,No,2831.0,1951.0,68.92,1844.0,65.14,,,11/03/2021
19802,Cheshire,18-24,No,2585.0,2233.0,86.38,2043.0,79.03,,,11/03/2021
19803,Cheshire,25-44,No,6237.0,4971.0,79.7,4722.0,75.71,,,11/03/2021
19804,Cheshire,45-64,No,9264.0,7601.0,82.05,7327.0,79.09,,,11/03/2021
19805,Cheshire,65+,No,4743.0,5480.0,100.0,5126.0,100.0,,,11/03/2021
19806,Chester,12-17,No,304.0,184.0,60.53,177.0,58.22,,,11/03/2021
19807,Chester,18-24,No,291.0,205.0,70.45,185.0,63.57,,,11/03/2021
19808,Chester,25-44,No,732.0,622.0,84.97,590.0,80.6,,,11/03/2021
19809,Chester,45-64,No,1555.0,1081.0,69.52,1040.0,66.88,,,11/03/2021
19810,Chester,65+,No,1015.0,978.0,96.35,924.0,91.03,,,11/03/2021
19811,Clinton,12-17,No,952.0,764.0,80.25,721.0,75.74,,,11/03/2021
19812,Clinton,18-24,No,942.0,856.0,90.87,771.0,81.85,,,11/03/2021
19813,Clinton,25-44,No,2863.0,2267.0,79.18,2124.0,74.19,,,11/03/2021
19814,Clinton,45-64,No,4373.0,3499.0,80.01,3349.0,76.58,,,11/03/2021
19815,Clinton,65+,No,2391.0,2807.0,100.0,2627.0,100.0,,,11/03/2021
19816,Colchester,12-17,No,1499.0,895.0,59.71,859.0,57.3,,,11/03/2021
19817,Colchester,18-24,No,1435.0,1046.0,72.89,973.0,67.8,,,11/03/2021
19818,Colchester,25-44,No,3722.0,2835.0,76.17,2668.0,71.68,,,11/03/2021
19819,Colchester,45-64,No,5117.0,4106.0,80.24,3933.0,76.86,,,11/03/2021
19820,Colchester,65+,No,2144.0,2480.0,100.0,2325.0,100.0,,,11/03/2021
19821,Colebrook,12-17,No,122.0,62.0,50.82,60.0,49.18,,,11/03/2021
19822,Colebrook,18-24,No,109.0,84.0,77.06,80.0,73.39,,,11/03/2021
19823,Colebrook,25-44,No,263.0,188.0,71.48,171.0,65.02,,,11/03/2021
19824,Colebrook,45-64,No,555.0,372.0,67.03,351.0,63.24,,,11/03/2021
19825,Colebrook,65+,No,261.0,306.0,100.0,290.0,100.0,,,11/03/2021
19826,Columbia,12-17,No,438.0,219.0,50.0,209.0,47.72,,,11/03/2021
19827,Columbia,18-24,No,432.0,287.0,66.44,264.0,61.11,,,11/03/2021
19828,Columbia,25-44,No,1082.0,787.0,72.74,744.0,68.76,,,11/03/2021
19829,Columbia,45-64,No,1863.0,1348.0,72.36,1302.0,69.89,,,11/03/2021
19830,Columbia,65+,No,1018.0,1100.0,100.0,1046.0,100.0,,,11/03/2021
19831,Cornwall,12-17,No,104.0,62.0,59.62,55.0,52.88,,,11/03/2021
19832,Cornwall,18-24,No,89.0,65.0,73.03,55.0,61.8,,,11/03/2021
19833,Cornwall,25-44,No,182.0,179.0,98.35,166.0,91.21,,,11/03/2021
19834,Cornwall,45-64,No,553.0,410.0,74.14,390.0,70.52,,,11/03/2021
19835,Cornwall,65+,No,360.0,444.0,100.0,392.0,100.0,,,11/03/2021
19836,Coventry,12-17,No,1024.0,607.0,59.28,588.0,57.42,,,11/03/2021
19837,Coventry,18-24,No,1136.0,702.0,61.8,662.0,58.27,,,11/03/2021
19838,Coventry,25-44,No,2802.0,2167.0,77.34,2046.0,73.02,,,11/03/2021
19839,Coventry,45-64,No,4160.0,3121.0,75.02,3008.0,72.31,,,11/03/2021
19840,Coventry,65+,No,1674.0,1998.0,100.0,1883.0,100.0,,,11/03/2021
19841,Cromwell,12-17,No,989.0,749.0,75.73,682.0,68.96,,,11/03/2021
19842,Cromwell,18-24,No,926.0,814.0,87.9,760.0,82.07,,,11/03/2021
19843,Cromwell,25-44,No,3607.0,2930.0,81.23,2785.0,77.21,,,11/03/2021
19844,Cromwell,45-64,No,4301.0,3642.0,84.68,3511.0,81.63,,,11/03/2021
19845,Cromwell,65+,No,2499.0,2921.0,100.0,2736.0,100.0,,,11/03/2021
19846,Danbury,12-17,Yes,6144.0,5031.0,81.88,4327.0,70.43,,,11/03/2021
19847,Danbury,18-24,Yes,8871.0,5982.0,67.43,5106.0,57.56,,,11/03/2021
19848,Danbury,25-44,Yes,24874.0,20152.0,81.02,17369.0,69.83,,,11/03/2021
19849,Danbury,45-64,Yes,22092.0,19445.0,88.02,18069.0,81.79,,,11/03/2021
19850,Danbury,65+,Yes,9823.0,11452.0,100.0,10573.0,100.0,,,11/03/2021
19851,Darien,12-17,No,2582.0,2669.0,100.0,2513.0,97.33,,,11/03/2021
19852,Darien,18-24,No,1423.0,1651.0,100.0,1400.0,98.38,,,11/03/2021
19853,Darien,25-44,No,4265.0,3720.0,87.22,3385.0,79.37,,,11/03/2021
19854,Darien,45-64,No,6257.0,6078.0,97.14,5771.0,92.23,,,11/03/2021
19855,Darien,65+,No,2605.0,2887.0,100.0,2535.0,97.31,,,11/03/2021
19856,Deep River,12-17,No,364.0,238.0,65.38,225.0,61.81,,,11/03/2021
19857,Deep River,18-24,No,333.0,271.0,81.38,249.0,74.77,,,11/03/2021
19858,Deep River,25-44,No,1052.0,735.0,69.87,694.0,65.97,,,11/03/2021
19859,Deep River,45-64,No,1439.0,1239.0,86.1,1181.0,82.07,,,11/03/2021
19860,Deep River,65+,No,848.0,953.0,100.0,893.0,100.0,,,11/03/2021
19861,Derby,12-17,Yes,854.0,905.0,100.0,724.0,84.78,,,11/03/2021
19862,Derby,18-24,Yes,1124.0,912.0,81.14,784.0,69.75,,,11/03/2021
19863,Derby,25-44,Yes,3490.0,3085.0,88.4,2643.0,75.73,,,11/03/2021
19864,Derby,45-64,Yes,3559.0,3312.0,93.06,3020.0,84.86,,,11/03/2021
19865,Derby,65+,Yes,2052.0,1919.0,93.52,1789.0,87.18,,,11/03/2021
19866,Durham,12-17,No,711.0,405.0,56.96,372.0,52.32,,,11/03/2021
19867,Durham,18-24,No,600.0,482.0,80.33,446.0,74.33,,,11/03/2021
19868,Durham,25-44,No,1498.0,1196.0,79.84,1139.0,76.03,,,11/03/2021
19869,Durham,45-64,No,2482.0,1988.0,80.1,1923.0,77.48,,,11/03/2021
19870,Durham,65+,No,1099.0,1286.0,100.0,1210.0,100.0,,,11/03/2021
19871,East Granby,12-17,No,418.0,294.0,70.33,281.0,67.22,,,11/03/2021
19872,East Granby,18-24,No,363.0,311.0,85.67,280.0,77.13,,,11/03/2021
19873,East Granby,25-44,No,1196.0,972.0,81.27,913.0,76.34,,,11/03/2021
19874,East Granby,45-64,No,1669.0,1365.0,81.79,1303.0,78.07,,,11/03/2021
19875,East Granby,65+,No,793.0,844.0,100.0,804.0,100.0,,,11/03/2021
19876,East Haddam,12-17,No,701.0,392.0,55.92,366.0,52.21,,,11/03/2021
19877,East Haddam,18-24,No,643.0,519.0,80.72,459.0,71.38,,,11/03/2021
19878,East Haddam,25-44,No,1956.0,1359.0,69.48,1248.0,63.8,,,11/03/2021
19879,East Haddam,45-64,No,3322.0,2349.0,70.71,2142.0,64.48,,,11/03/2021
19880,East Haddam,65+,No,1470.0,1654.0,100.0,1479.0,100.0,,,11/03/2021
19881,East Hampton,12-17,No,952.0,704.0,73.95,677.0,71.11,,,11/03/2021
19882,East Hampton,18-24,No,884.0,667.0,75.45,612.0,69.23,,,11/03/2021
19883,East Hampton,25-44,No,3041.0,2171.0,71.39,2032.0,66.82,,,11/03/2021
19884,East Hampton,45-64,No,4432.0,3294.0,74.32,3167.0,71.46,,,11/03/2021
19885,East Hampton,65+,No,1852.0,2122.0,100.0,2008.0,100.0,,,11/03/2021
19886,East Hartford,12-17,Yes,3969.0,2786.0,70.19,2482.0,62.53,,,11/03/2021
19887,East Hartford,18-24,Yes,4982.0,3126.0,62.75,2754.0,55.28,,,11/03/2021
19888,East Hartford,25-44,Yes,13332.0,10127.0,75.96,9081.0,68.11,,,11/03/2021
19889,East Hartford,45-64,Yes,14093.0,12038.0,85.42,11156.0,79.16,,,11/03/2021
19890,East Hartford,65+,Yes,6971.0,7089.0,100.0,6666.0,95.62,,,11/03/2021
19891,East Haven,12-17,Yes,1888.0,1145.0,60.65,1029.0,54.5,,,11/03/2021
19892,East Haven,18-24,Yes,2560.0,1509.0,58.95,1340.0,52.34,,,11/03/2021
19893,East Haven,25-44,Yes,7400.0,4951.0,66.91,4549.0,61.47,,,11/03/2021
