,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
14399,Thompson,45-64,No,3105,1646,53.01,1571,50.6,9/15/2021
14400,Thompson,65+,No,1508,1305,86.54,1271,84.28,9/15/2021
14401,Tolland,17-Dec,No,1452,973,67.01,907,62.47,9/15/2021
14402,Tolland,18-24,No,1302,1083,83.18,1014,77.88,9/15/2021
14403,Tolland,25-44,No,3057,2255,73.77,2117,69.25,9/15/2021
14404,Tolland,45-64,No,4868,3743,76.89,3626,74.49,9/15/2021
14405,Tolland,65+,No,2135,2354,100,2275,100,9/15/2021
14406,Torrington,17-Dec,Yes,2398,1430,59.63,1255,52.34,9/15/2021
14407,Torrington,18-24,Yes,2857,1596,55.86,1396,48.86,9/15/2021
14408,Torrington,25-44,Yes,8423,5533,65.69,4959,58.87,9/15/2021
14409,Torrington,45-64,Yes,10743,7969,74.18,7540,70.19,9/15/2021
14410,Torrington,65+,Yes,6185,5959,96.35,5748,92.93,9/15/2021
14411,Trumbull,17-Dec,No,3349,2677,79.93,2428,72.5,9/15/2021
14412,Trumbull,18-24,No,2770,2461,88.84,2247,81.12,9/15/2021
14413,Trumbull,25-44,No,7216,6447,89.34,6011,83.3,9/15/2021
14414,Trumbull,45-64,No,11176,9188,82.21,8806,78.79,9/15/2021
14415,Trumbull,65+,No,6866,6310,91.9,6021,87.69,9/15/2021
14416,Union,17-Dec,No,67,19,28.36,19,28.36,9/15/2021
14417,Union,18-24,No,53,37,69.81,35,66.04,9/15/2021
14418,Union,25-44,No,152,73,48.03,68,44.74,9/15/2021
14419,Union,45-64,No,305,190,62.3,185,60.66,9/15/2021
14420,Union,65+,No,169,193,100,177,100,9/15/2021
14421,Vernon,17-Dec,Yes,1841,1198,65.07,1053,57.2,9/15/2021
14422,Vernon,18-24,Yes,2780,1513,54.42,1377,49.53,9/15/2021
14423,Vernon,25-44,Yes,7863,6202,78.88,5735,72.94,9/15/2021
14424,Vernon,45-64,Yes,7999,6288,78.61,5989,74.87,9/15/2021
14425,Vernon,65+,Yes,5032,5124,100,4924,97.85,9/15/2021
14426,Voluntown,17-Dec,No,204,91,44.61,86,42.16,9/15/2021
14427,Voluntown,18-24,No,186,109,58.6,99,53.23,9/15/2021
14428,Voluntown,25-44,No,616,262,42.53,240,38.96,9/15/2021
14429,Voluntown,45-64,No,948,615,64.87,594,62.66,9/15/2021
14430,Voluntown,65+,No,316,418,100,406,100,9/15/2021
14431,Wallingford,17-Dec,No,3189,2307,72.34,2131,66.82,9/15/2021
14432,Wallingford,18-24,No,3421,2689,78.6,2512,73.43,9/15/2021
14433,Wallingford,25-44,No,10958,8307,75.81,7771,70.92,9/15/2021
14434,Wallingford,45-64,No,13953,10687,76.59,10256,73.5,9/15/2021
14435,Wallingford,65+,No,8045,8404,100,8082,100,9/15/2021
14436,Warren,17-Dec,No,103,57,55.34,52,50.49,9/15/2021
14437,Warren,18-24,No,79,76,96.2,67,84.81,9/15/2021
14438,Warren,25-44,No,258,146,56.59,132,51.16,9/15/2021
14439,Warren,45-64,No,514,383,74.51,363,70.62,9/15/2021
14440,Warren,65+,No,325,315,96.92,300,92.31,9/15/2021
14441,Washington,17-Dec,No,220,253,100,214,97.27,9/15/2021
14442,Washington,18-24,No,186,207,100,182,97.85,9/15/2021
14443,Washington,25-44,No,629,469,74.56,427,67.89,9/15/2021
14444,Washington,45-64,No,1259,919,72.99,862,68.47,9/15/2021
14445,Washington,65+,No,846,911,100,860,100,9/15/2021
14446,Waterbury,17-Dec,Yes,8956,4475,49.97,3530,39.41,9/15/2021
14447,Waterbury,18-24,Yes,10782,5675,52.63,4676,43.37,9/15/2021
14448,Waterbury,25-44,Yes,29898,17925,59.95,15105,50.52,9/15/2021
14449,Waterbury,45-64,Yes,27429,20781,75.76,19059,69.48,9/15/2021
14450,Waterbury,65+,Yes,13896,12479,89.8,11820,85.06,9/15/2021
14451,Waterford,17-Dec,Yes,1455,894,61.44,808,55.53,9/15/2021
14452,Waterford,18-24,Yes,1435,1028,71.64,945,65.85,9/15/2021
14453,Waterford,25-44,Yes,3810,2969,77.93,2753,72.26,9/15/2021
14454,Waterford,45-64,Yes,6259,4791,76.55,4605,73.57,9/15/2021
14455,Waterford,65+,Yes,4236,4107,96.95,3988,94.15,9/15/2021
14456,Watertown,17-Dec,No,1694,947,55.9,841,49.65,9/15/2021
14457,Watertown,18-24,No,1838,1221,66.43,1094,59.52,9/15/2021
14458,Watertown,25-44,No,4702,3439,73.14,3149,66.97,9/15/2021
14459,Watertown,45-64,No,7146,5250,73.47,5014,70.17,9/15/2021
14460,Watertown,65+,No,4055,4014,98.99,3870,95.44,9/15/2021
14461,West Hartford,17-Dec,Yes,5093,4603,90.38,4239,83.23,9/15/2021
14462,West Hartford,18-24,Yes,5228,4624,88.45,4194,80.22,9/15/2021
14463,West Hartford,25-44,Yes,15656,13980,89.29,13100,83.67,9/15/2021
14464,West Hartford,45-64,Yes,17430,15431,88.53,14727,84.49,9/15/2021
14465,West Hartford,65+,Yes,11042,11373,100,10859,98.34,9/15/2021
14466,West Haven,17-Dec,Yes,4728,2424,51.27,2073,43.85,9/15/2021
14467,West Haven,18-24,Yes,6889,3985,57.85,3554,51.59,9/15/2021
14468,West Haven,25-44,Yes,14470,10215,70.59,9179,63.43,9/15/2021
14469,West Haven,45-64,Yes,14336,11406,79.56,10841,75.62,9/15/2021
14470,West Haven,65+,Yes,7347,7247,98.64,7015,95.48,9/15/2021
14471,Westbrook,17-Dec,No,474,288,60.76,260,54.85,9/15/2021
14472,Westbrook,18-24,No,505,380,75.25,331,65.54,9/15/2021
14473,Westbrook,25-44,No,1431,1005,70.23,913,63.8,9/15/2021
14474,Westbrook,45-64,No,2201,1758,79.87,1677,76.19,9/15/2021
14475,Westbrook,65+,No,1633,1699,100,1626,99.57,9/15/2021
14476,Weston,17-Dec,No,1261,1100,87.23,1009,80.02,9/15/2021
14477,Weston,18-24,No,748,673,89.97,597,79.81,9/15/2021
14478,Weston,25-44,No,1501,1407,93.74,1301,86.68,9/15/2021
14479,Weston,45-64,No,3769,3074,81.56,2969,78.77,9/15/2021
14480,Weston,65+,No,1323,1493,100,1416,100,9/15/2021
14481,Westport,17-Dec,No,2987,2898,97.02,2677,89.62,9/15/2021
14482,Westport,18-24,No,1759,1807,100,1574,89.48,9/15/2021
14483,Westport,25-44,No,4263,3813,89.44,3496,82.01,9/15/2021
14484,Westport,45-64,No,9291,8224,88.52,7820,84.17,9/15/2021
14485,Westport,65+,No,4605,4543,98.65,4257,92.44,9/15/2021
14486,Wethersfield,17-Dec,No,1880,1326,70.53,1198,63.72,9/15/2021
14487,Wethersfield,18-24,No,1857,1686,90.79,1528,82.28,9/15/2021
14488,Wethersfield,25-44,No,6123,5377,87.82,4998,81.63,9/15/2021
14489,Wethersfield,45-64,No,7852,6653,84.73,6406,81.58,9/15/2021
14490,Wethersfield,65+,No,5417,5079,93.76,4949,91.36,9/15/2021
14491,Willington,17-Dec,No,386,206,53.37,187,48.45,9/15/2021
14492,Willington,18-24,No,1306,362,27.72,334,25.57,9/15/2021
14493,Willington,25-44,No,1198,889,74.21,819,68.36,9/15/2021
14494,Willington,45-64,No,1774,1183,66.69,1128,63.59,9/15/2021
14495,Willington,65+,No,735,873,100,851,100,9/15/2021
14496,Wilton,17-Dec,No,2114,1881,88.98,1749,82.73,9/15/2021
14497,Wilton,18-24,No,1230,1269,100,1084,88.13,9/15/2021
14498,Wilton,25-44,No,3178,2862,90.06,2680,84.33,9/15/2021
14499,Wilton,45-64,No,6127,5197,84.82,5001,81.62,9/15/2021
14500,Wilton,65+,No,2814,3104,100,2936,100,9/15/2021
14501,Winchester,17-Dec,Yes,772,315,40.8,266,34.46,9/15/2021
14502,Winchester,18-24,Yes,958,449,46.87,395,41.23,9/15/2021
14503,Winchester,25-44,Yes,2369,1402,59.18,1243,52.47,9/15/2021
14504,Winchester,45-64,Yes,3555,2278,64.08,2140,60.2,9/15/2021
14505,Winchester,65+,Yes,1998,1898,94.99,1830,91.59,9/15/2021
14506,Windham,17-Dec,Yes,2329,930,39.93,808,34.69,9/15/2021
14507,Windham,18-24,Yes,4282,1421,33.19,1230,28.72,9/15/2021
14508,Windham,25-44,Yes,6187,4136,66.85,3707,59.92,9/15/2021
14509,Windham,45-64,Yes,5600,4162,74.32,3940,70.36,9/15/2021
14510,Windham,65+,Yes,3234,3014,93.2,2899,89.64,9/15/2021
14511,Windsor,17-Dec,No,2145,1450,67.6,1252,58.37,9/15/2021
14512,Windsor,18-24,No,2462,1724,70.02,1532,62.23,9/15/2021
14513,Windsor,25-44,No,6796,4869,71.65,4420,65.04,9/15/2021
14514,Windsor,45-64,No,9084,7118,78.36,6737,74.16,9/15/2021
14515,Windsor,65+,No,4943,5611,100,5396,100,9/15/2021
14516,Windsor Locks,17-Dec,Yes,858,520,60.61,435,50.7,9/15/2021
14517,Windsor Locks,18-24,Yes,1045,591,56.56,541,51.77,9/15/2021
14518,Windsor Locks,25-44,Yes,3034,2051,67.6,1878,61.9,9/15/2021
14519,Windsor Locks,45-64,Yes,3887,2901,74.63,2766,71.16,9/15/2021
14520,Windsor Locks,65+,Yes,2185,2253,100,2185,100,9/15/2021
14521,Wolcott,17-Dec,No,1391,729,52.41,663,47.66,9/15/2021
14522,Wolcott,18-24,No,1421,973,68.47,881,62,9/15/2021
14523,Wolcott,25-44,No,3576,2415,67.53,2235,62.5,9/15/2021
14524,Wolcott,45-64,No,5558,4001,71.99,3808,68.51,9/15/2021
14525,Wolcott,65+,No,2780,2737,98.45,2634,94.75,9/15/2021
14526,Woodbridge,17-Dec,No,773,619,80.08,582,75.29,9/15/2021
14527,Woodbridge,18-24,No,598,554,92.64,505,84.45,9/15/2021
14528,Woodbridge,25-44,No,1518,1445,95.19,1367,90.05,9/15/2021
14529,Woodbridge,45-64,No,3010,2352,78.14,2268,75.35,9/15/2021
14530,Woodbridge,65+,No,1821,1873,100,1789,98.24,9/15/2021
14531,Woodbury,17-Dec,No,675,421,62.37,387,57.33,9/15/2021
14532,Woodbury,18-24,No,741,481,64.91,440,59.38,9/15/2021
14533,Woodbury,25-44,No,1782,1253,70.31,1157,64.93,9/15/2021
14534,Woodbury,45-64,No,3458,2504,72.41,2403,69.49,9/15/2021
14535,Woodbury,65+,No,2015,2054,100,1992,98.86,9/15/2021
14536,Woodstock,17-Dec,No,652,464,71.17,405,62.12,9/15/2021
14537,Woodstock,18-24,No,533,432,81.05,391,73.36,9/15/2021
14538,Woodstock,25-44,No,1644,865,52.62,795,48.36,9/15/2021
14539,Woodstock,45-64,No,2804,1846,65.83,1754,62.55,9/15/2021
14540,Woodstock,65+,No,1217,1349,100,1310,100,9/15/2021
14541,Address pending validation,17-Dec,,,126,,90,,9/22/2021
14542,Address pending validation,18-24,,,522,,423,,9/22/2021
14543,Address pending validation,25-44,,,1825,,1598,,9/22/2021
14544,Address pending validation,45-64,,,2119,,1912,,9/22/2021
14545,Address pending validation,65+,,,947,,868,,9/22/2021
14546,Andover,17-Dec,No,329,181,55.02,169,51.37,9/22/2021
14547,Andover,18-24,No,294,197,67.01,185,62.93,9/22/2021
14548,Andover,25-44,No,628,432,68.79,406,64.65,9/22/2021
14549,Andover,45-64,No,1217,888,72.97,857,70.42,9/22/2021
14550,Andover,65+,No,421,489,100,476,100,9/22/2021
14551,Ansonia,17-Dec,Yes,1505,713,47.38,620,41.2,9/22/2021
14552,Ansonia,18-24,Yes,1743,981,56.28,852,48.88,9/22/2021
14553,Ansonia,25-44,Yes,5043,3132,62.11,2800,55.52,9/22/2021
14554,Ansonia,45-64,Yes,5365,3989,74.35,3708,69.11,9/22/2021
14555,Ansonia,65+,Yes,2535,2230,87.97,2098,82.76,9/22/2021
14556,Ashford,17-Dec,No,292,184,63.01,166,56.85,9/22/2021
14557,Ashford,18-24,No,362,210,58.01,197,54.42,9/22/2021
14558,Ashford,25-44,No,1025,623,60.78,581,56.68,9/22/2021
14559,Ashford,45-64,No,1456,998,68.54,950,65.25,9/22/2021
14560,Ashford,65+,No,572,697,100,679,100,9/22/2021
14561,Avon,17-Dec,No,1787,1554,86.96,1433,80.19,9/22/2021
14562,Avon,18-24,No,1147,1267,100,1151,100,9/22/2021
14563,Avon,25-44,No,3448,3264,94.66,3085,89.47,9/22/2021
14564,Avon,45-64,No,5968,5155,86.38,4962,83.14,9/22/2021
14565,Avon,65+,No,3446,3650,100,3517,100,9/22/2021
14566,Barkhamsted,17-Dec,No,310,184,59.35,167,53.87,9/22/2021
14567,Barkhamsted,18-24,No,222,189,85.14,169,76.13,9/22/2021
14568,Barkhamsted,25-44,No,741,474,63.97,447,60.32,9/22/2021
14569,Barkhamsted,45-64,No,1386,954,68.83,913,65.87,9/22/2021
14570,Barkhamsted,65+,No,616,692,100,679,100,9/22/2021
14571,Beacon Falls,17-Dec,No,471,265,56.26,245,52.02,9/22/2021
14572,Beacon Falls,18-24,No,439,345,78.59,320,72.89,9/22/2021
14573,Beacon Falls,25-44,No,1527,917,60.05,852,55.8,9/22/2021
14574,Beacon Falls,45-64,No,1929,1426,73.92,1359,70.45,9/22/2021
14575,Beacon Falls,65+,No,951,1069,100,1032,100,9/22/2021
14576,Berlin,17-Dec,No,1538,726,47.2,659,42.85,9/22/2021
14577,Berlin,18-24,No,1490,1199,80.47,1120,75.17,9/22/2021
14578,Berlin,25-44,No,4289,3200,74.61,2996,69.85,9/22/2021
14579,Berlin,45-64,No,6790,4951,72.92,4784,70.46,9/22/2021
14580,Berlin,65+,No,4012,4238,100,4120,100,9/22/2021
14581,Bethany,17-Dec,No,476,277,58.19,253,53.15,9/22/2021
14582,Bethany,18-24,No,386,371,96.11,339,87.82,9/22/2021
14583,Bethany,25-44,No,1011,811,80.22,780,77.15,9/22/2021
14584,Bethany,45-64,No,2135,1435,67.21,1391,65.15,9/22/2021
14585,Bethany,65+,No,866,974,100,950,100,9/22/2021
14586,Bethel,17-Dec,No,1556,1241,79.76,1136,73.01,9/22/2021
14587,Bethel,18-24,No,1600,1157,72.31,1038,64.88,9/22/2021
14588,Bethel,25-44,No,4522,3444,76.16,3135,69.33,9/22/2021
14589,Bethel,45-64,No,6259,4625,73.89,4409,70.44,9/22/2021
14590,Bethel,65+,No,2874,2544,88.52,2399,83.47,9/22/2021
14591,Bethlehem,17-Dec,No,265,120,45.28,111,41.89,9/22/2021
14592,Bethlehem,18-24,No,285,138,48.42,121,42.46,9/22/2021
14593,Bethlehem,25-44,No,575,414,72,390,67.83,9/22/2021
14594,Bethlehem,45-64,No,1390,791,56.91,753,54.17,9/22/2021
14595,Bethlehem,65+,No,646,731,100,708,100,9/22/2021
14596,Bloomfield,17-Dec,No,1319,749,56.79,648,49.13,9/22/2021
14597,Bloomfield,18-24,No,1665,1062,63.78,943,56.64,9/22/2021
14598,Bloomfield,25-44,No,4182,3377,80.75,3001,71.76,9/22/2021
14599,Bloomfield,45-64,No,6268,4829,77.04,4494,71.7,9/22/2021
14600,Bloomfield,65+,No,5199,5549,100,5223,100,9/22/2021
14601,Bolton,17-Dec,No,406,274,67.49,248,61.08,9/22/2021
14602,Bolton,18-24,No,424,277,65.33,263,62.03,9/22/2021
14603,Bolton,25-44,No,953,758,79.54,709,74.4,9/22/2021
14604,Bolton,45-64,No,1723,1197,69.47,1145,66.45,9/22/2021
14605,Bolton,65+,No,850,897,100,883,100,9/22/2021
14606,Bozrah,17-Dec,No,191,96,50.26,92,48.17,9/22/2021
14607,Bozrah,18-24,No,224,110,49.11,101,45.09,9/22/2021
14608,Bozrah,25-44,No,556,304,54.68,284,51.08,9/22/2021
14609,Bozrah,45-64,No,902,604,66.96,586,64.97,9/22/2021
14610,Bozrah,65+,No,427,502,100,487,100,9/22/2021
14611,Branford,17-Dec,No,1684,1135,67.4,1027,60.99,9/22/2021
14612,Branford,18-24,No,1821,1487,81.66,1355,74.41,9/22/2021
14613,Branford,25-44,No,6435,4815,74.83,4535,70.47,9/22/2021
14614,Branford,45-64,No,9359,7014,74.94,6761,72.24,9/22/2021
14615,Branford,65+,No,6079,6460,100,6247,100,9/22/2021
14616,Bridgeport,17-Dec,Yes,12113,6368,52.57,5051,41.7,9/22/2021
14617,Bridgeport,18-24,Yes,17713,8704,49.14,7046,39.78,9/22/2021
14618,Bridgeport,25-44,Yes,43540,27152,62.36,22989,52.8,9/22/2021
14619,Bridgeport,45-64,Yes,34783,27762,79.81,25578,73.54,9/22/2021
14620,Bridgeport,65+,Yes,15163,14583,96.17,13839,91.27,9/22/2021
14621,Bridgewater,17-Dec,No,109,76,69.72,68,62.39,9/22/2021
14622,Bridgewater,18-24,No,85,83,97.65,76,89.41,9/22/2021
14623,Bridgewater,25-44,No,229,185,80.79,166,72.49,9/22/2021
14624,Bridgewater,45-64,No,635,467,73.54,453,71.34,9/22/2021
14625,Bridgewater,65+,No,474,449,94.73,436,91.98,9/22/2021
14626,Bristol,17-Dec,Yes,4255,2477,58.21,2213,52.01,9/22/2021
14627,Bristol,18-24,Yes,4765,3208,67.32,2888,60.61,9/22/2021
14628,Bristol,25-44,Yes,16235,11064,68.15,10067,62.01,9/22/2021
14629,Bristol,45-64,Yes,17083,13598,79.6,12909,75.57,9/22/2021
14630,Bristol,65+,Yes,9960,9725,97.64,9314,93.51,9/22/2021
14631,Brookfield,17-Dec,No,1565,1102,70.42,1018,65.05,9/22/2021
14632,Brookfield,18-24,No,1434,1132,78.94,1024,71.41,9/22/2021
14633,Brookfield,25-44,No,3384,2703,79.88,2502,73.94,9/22/2021
14634,Brookfield,45-64,No,5665,4436,78.31,4251,75.04,9/22/2021
14635,Brookfield,65+,No,2746,2966,100,2877,100,9/22/2021
14636,Brooklyn,17-Dec,No,587,319,54.34,286,48.72,9/22/2021
14637,Brooklyn,18-24,No,616,393,63.8,359,58.28,9/22/2021
14638,Brooklyn,25-44,No,2237,1042,46.58,933,41.71,9/22/2021
14639,Brooklyn,45-64,No,2471,1659,67.14,1573,63.66,9/22/2021
14640,Brooklyn,65+,No,1310,1375,100,1297,99.01,9/22/2021
14641,Burlington,17-Dec,No,905,629,69.5,596,65.86,9/22/2021
14642,Burlington,18-24,No,688,600,87.21,557,80.96,9/22/2021
14643,Burlington,25-44,No,1997,1556,77.92,1461,73.16,9/22/2021
14644,Burlington,45-64,No,3389,2556,75.42,2471,72.91,9/22/2021
14645,Burlington,65+,No,1234,1461,100,1414,100,9/22/2021
14646,Canaan,17-Dec,No,74,76,100,71,95.95,9/22/2021
14647,Canaan,18-24,No,80,75,93.75,68,85,9/22/2021
14648,Canaan,25-44,No,237,233,98.31,208,87.76,9/22/2021
14649,Canaan,45-64,No,379,378,99.74,361,95.25,9/22/2021
14650,Canaan,65+,No,321,373,100,351,100,9/22/2021
14651,Canterbury,17-Dec,No,410,146,35.61,137,33.41,9/22/2021
14652,Canterbury,18-24,No,397,223,56.17,204,51.39,9/22/2021
14653,Canterbury,25-44,No,1153,640,55.51,590,51.17,9/22/2021
14654,Canterbury,45-64,No,1764,1123,63.66,1070,60.66,9/22/2021
14655,Canterbury,65+,No,734,829,100,811,100,9/22/2021
14656,Canton,17-Dec,No,832,612,73.56,572,68.75,9/22/2021
14657,Canton,18-24,No,700,574,82,518,74,9/22/2021
14658,Canton,25-44,No,2138,1632,76.33,1544,72.22,9/22/2021
14659,Canton,45-64,No,3472,2606,75.06,2501,72.03,9/22/2021
14660,Canton,65+,No,1844,1948,100,1904,100,9/22/2021
14661,Chaplin,17-Dec,No,135,80,59.26,71,52.59,9/22/2021
14662,Chaplin,18-24,No,182,88,48.35,79,43.41,9/22/2021
14663,Chaplin,25-44,No,524,307,58.59,282,53.82,9/22/2021
14664,Chaplin,45-64,No,825,513,62.18,482,58.42,9/22/2021
14665,Chaplin,65+,No,329,347,100,338,100,9/22/2021
14666,Cheshire,17-Dec,No,2831,1923,67.93,1790,63.23,9/22/2021
14667,Cheshire,18-24,No,2585,2151,83.21,1997,77.25,9/22/2021
14668,Cheshire,25-44,No,6237,4890,78.4,4648,74.52,9/22/2021
14669,Cheshire,45-64,No,9264,7498,80.94,7249,78.25,9/22/2021
14670,Cheshire,65+,No,4743,5259,100,5070,100,9/22/2021
14671,Chester,17-Dec,No,304,181,59.54,169,55.59,9/22/2021
14672,Chester,18-24,No,291,200,68.73,177,60.82,9/22/2021
14673,Chester,25-44,No,732,604,82.51,571,78.01,9/22/2021
14674,Chester,45-64,No,1555,1057,67.97,1023,65.79,9/22/2021
14675,Chester,65+,No,1015,964,94.98,931,91.72,9/22/2021
14676,Clinton,17-Dec,No,952,740,77.73,688,72.27,9/22/2021
14677,Clinton,18-24,No,942,835,88.64,740,78.56,9/22/2021
14678,Clinton,25-44,No,2863,2199,76.81,2040,71.25,9/22/2021
14679,Clinton,45-64,No,4373,3446,78.8,3300,75.46,9/22/2021
14680,Clinton,65+,No,2391,2675,100,2593,100,9/22/2021
14681,Colchester,17-Dec,No,1499,855,57.04,793,52.9,9/22/2021
14682,Colchester,18-24,No,1435,999,69.62,925,64.46,9/22/2021
14683,Colchester,25-44,No,3722,2719,73.05,2545,68.38,9/22/2021
14684,Colchester,45-64,No,5117,4006,78.29,3819,74.63,9/22/2021
14685,Colchester,65+,No,2144,2373,100,2312,100,9/22/2021
14686,Colebrook,17-Dec,No,122,62,50.82,57,46.72,9/22/2021
14687,Colebrook,18-24,No,109,85,77.98,80,73.39,9/22/2021
14688,Colebrook,25-44,No,263,179,68.06,163,61.98,9/22/2021
14689,Colebrook,45-64,No,555,367,66.13,343,61.8,9/22/2021
14690,Colebrook,65+,No,261,297,100,289,100,9/22/2021
14691,Columbia,17-Dec,No,438,207,47.26,194,44.29,9/22/2021
14692,Columbia,18-24,No,432,281,65.05,257,59.49,9/22/2021
14693,Columbia,25-44,No,1082,756,69.87,709,65.53,9/22/2021
14694,Columbia,45-64,No,1863,1311,70.37,1269,68.12,9/22/2021
14695,Columbia,65+,No,1018,1072,100,1052,100,9/22/2021
14696,Cornwall,17-Dec,No,104,58,55.77,53,50.96,9/22/2021
14697,Cornwall,18-24,No,89,64,71.91,55,61.8,9/22/2021
14698,Cornwall,25-44,No,182,177,97.25,160,87.91,9/22/2021
14699,Cornwall,45-64,No,553,402,72.69,387,69.98,9/22/2021
14700,Cornwall,65+,No,360,420,100,396,100,9/22/2021
14701,Coventry,17-Dec,No,1024,595,58.11,563,54.98,9/22/2021
14702,Coventry,18-24,No,1136,679,59.77,628,55.28,9/22/2021
14703,Coventry,25-44,No,2802,2073,73.98,1946,69.45,9/22/2021
14704,Coventry,45-64,No,4160,3054,73.41,2953,70.99,9/22/2021
14705,Coventry,65+,No,1674,1905,100,1858,100,9/22/2021
14706,Cromwell,17-Dec,No,989,723,73.1,651,65.82,9/22/2021
14707,Cromwell,18-24,No,926,803,86.72,741,80.02,9/22/2021
14708,Cromwell,25-44,No,3607,2846,78.9,2664,73.86,9/22/2021
14709,Cromwell,45-64,No,4301,3583,83.31,3443,80.05,9/22/2021
14710,Cromwell,65+,No,2499,2851,100,2725,100,9/22/2021
14711,Danbury,17-Dec,Yes,6144,4853,78.99,4086,66.5,9/22/2021
14712,Danbury,18-24,Yes,8871,5747,64.78,4848,54.65,9/22/2021
14713,Danbury,25-44,Yes,24874,19290,77.55,16467,66.2,9/22/2021
14714,Danbury,45-64,Yes,22092,19008,86.04,17690,80.07,9/22/2021
14715,Danbury,65+,Yes,9823,11009,100,10458,100,9/22/2021
14716,Darien,17-Dec,No,2582,2621,100,2438,94.42,9/22/2021
14717,Darien,18-24,No,1423,1636,100,1379,96.91,9/22/2021
14718,Darien,25-44,No,4265,3705,86.87,3410,79.95,9/22/2021
14719,Darien,45-64,No,6257,6037,96.48,5754,91.96,9/22/2021
14720,Darien,65+,No,2605,2699,100,2484,95.36,9/22/2021
14721,Deep River,17-Dec,No,364,231,63.46,213,58.52,9/22/2021
14722,Deep River,18-24,No,333,261,78.38,237,71.17,9/22/2021
14723,Deep River,25-44,No,1052,711,67.59,661,62.83,9/22/2021
14724,Deep River,45-64,No,1439,1212,84.23,1157,80.4,9/22/2021
14725,Deep River,65+,No,848,931,100,890,100,9/22/2021
14726,Derby,17-Dec,Yes,854,872,100,670,78.45,9/22/2021
14727,Derby,18-24,Yes,1124,867,77.14,720,64.06,9/22/2021
14728,Derby,25-44,Yes,3490,2905,83.24,2452,70.26,9/22/2021
14729,Derby,45-64,Yes,3559,3192,89.69,2885,81.06,9/22/2021
14730,Derby,65+,Yes,2052,1804,87.91,1712,83.43,9/22/2021
14731,Durham,17-Dec,No,711,388,54.57,357,50.21,9/22/2021
14732,Durham,18-24,No,600,476,79.33,436,72.67,9/22/2021
14733,Durham,25-44,No,1498,1180,78.77,1122,74.9,9/22/2021
14734,Durham,45-64,No,2482,1953,78.69,1878,75.66,9/22/2021
14735,Durham,65+,No,1099,1236,100,1197,100,9/22/2021
14736,East Granby,17-Dec,No,418,286,68.42,274,65.55,9/22/2021
14737,East Granby,18-24,No,363,309,85.12,277,76.31,9/22/2021
14738,East Granby,25-44,No,1196,942,78.76,882,73.75,9/22/2021
14739,East Granby,45-64,No,1669,1339,80.23,1282,76.81,9/22/2021
14740,East Granby,65+,No,793,817,100,795,100,9/22/2021
14741,East Haddam,17-Dec,No,701,379,54.07,352,50.21,9/22/2021
14742,East Haddam,18-24,No,643,508,79,436,67.81,9/22/2021
14743,East Haddam,25-44,No,1956,1300,66.46,1178,60.22,9/22/2021
14744,East Haddam,45-64,No,3322,2310,69.54,2091,62.94,9/22/2021
14745,East Haddam,65+,No,1470,1642,100,1467,99.8,9/22/2021
14746,East Hampton,17-Dec,No,952,685,71.95,646,67.86,9/22/2021
14747,East Hampton,18-24,No,884,642,72.62,592,66.97,9/22/2021
14748,East Hampton,25-44,No,3041,2080,68.4,1945,63.96,9/22/2021
14749,East Hampton,45-64,No,4432,3236,73.01,3105,70.06,9/22/2021
14750,East Hampton,65+,No,1852,2070,100,2007,100,9/22/2021
14751,East Hartford,17-Dec,Yes,3969,2604,65.61,2228,56.14,9/22/2021
14752,East Hartford,18-24,Yes,4982,2950,59.21,2545,51.08,9/22/2021
14753,East Hartford,25-44,Yes,13332,9499,71.25,8295,62.22,9/22/2021
14754,East Hartford,45-64,Yes,14093,11715,83.13,10770,76.42,9/22/2021
14755,East Hartford,65+,Yes,6971,6902,99.01,6574,94.3,9/22/2021
14756,East Haven,17-Dec,Yes,1888,1093,57.89,952,50.42,9/22/2021
14757,East Haven,18-24,Yes,2560,1445,56.45,1278,49.92,9/22/2021
14758,East Haven,25-44,Yes,7400,4742,64.08,4308,58.22,9/22/2021
14759,East Haven,45-64,Yes,8555,6219,72.69,5900,68.97,9/22/2021
14760,East Haven,65+,Yes,5413,4566,84.35,4404,81.36,9/22/2021
14761,East Lyme,17-Dec,No,1343,861,64.11,803,59.79,9/22/2021
14762,East Lyme,18-24,No,1508,997,66.11,927,61.47,9/22/2021
14763,East Lyme,25-44,No,4432,3212,72.47,2993,67.53,9/22/2021
14764,East Lyme,45-64,No,5827,4781,82.05,4578,78.57,9/22/2021
14765,East Lyme,65+,No,3939,4273,100,4143,100,9/22/2021
14766,East Windsor,17-Dec,No,701,365,52.07,317,45.22,9/22/2021
14767,East Windsor,18-24,No,828,516,62.32,462,55.8,9/22/2021
14768,East Windsor,25-44,No,3022,1857,61.45,1701,56.29,9/22/2021
14769,East Windsor,45-64,No,3548,2598,73.22,2460,69.33,9/22/2021
14770,East Windsor,65+,No,1954,1941,99.33,1863,95.34,9/22/2021
14771,Eastford,17-Dec,No,106,62,58.49,55,51.89,9/22/2021
14772,Eastford,18-24,No,131,58,44.27,55,41.98,9/22/2021
