,RPT_Date,Jurisdictions,Cases,DoD_Cases,DoD_Cases_7dy,DoD_Cases_7dy_ave
38629,30APR2021,Okmulgee,3738.0,9.0,24.0,3.4285714286
38630,01MAY2021,Okmulgee,3742.0,4.0,26.0,3.7142857143
38631,02MAY2021,Okmulgee,3743.0,1.0,24.0,3.4285714286
38632,03MAY2021,Okmulgee,3743.0,0.0,19.0,2.7142857143
38633,04MAY2021,Okmulgee,3744.0,1.0,20.0,2.8571428571
38634,05MAY2021,Okmulgee,3748.0,4.0,20.0,2.8571428571
38635,06MAY2021,Okmulgee,3750.0,2.0,21.0,3.0
38636,07MAY2021,Okmulgee,3755.0,5.0,17.0,2.4285714286
38637,08MAY2021,Okmulgee,3759.0,4.0,17.0,2.4285714286
38638,09MAY2021,Okmulgee,3780.0,21.0,37.0,5.2857142857
38639,10MAY2021,Okmulgee,3790.0,10.0,47.0,6.7142857143
38640,11MAY2021,Okmulgee,3790.0,0.0,46.0,6.5714285714
38641,12MAY2021,Okmulgee,3793.0,3.0,45.0,6.4285714286
38642,13MAY2021,Okmulgee,3793.0,0.0,43.0,6.1428571429
38643,14MAY2021,Okmulgee,3795.0,2.0,40.0,5.7142857143
38644,15MAY2021,Okmulgee,3795.0,0.0,36.0,5.1428571429000005
38645,16MAY2021,Okmulgee,3796.0,1.0,16.0,2.2857142857
38646,17MAY2021,Okmulgee,3796.0,0.0,6.0,0.8571428570999999
38647,18MAY2021,Okmulgee,3797.0,1.0,7.0,1.0
38648,19MAY2021,Okmulgee,3798.0,1.0,5.0,0.7142857143000001
38649,20MAY2021,Okmulgee,3799.0,1.0,6.0,0.8571428570999999
38650,21MAY2021,Okmulgee,3800.0,1.0,5.0,0.7142857143000001
38651,22MAY2021,Okmulgee,3802.0,2.0,7.0,1.0
38652,23MAY2021,Okmulgee,3804.0,2.0,8.0,1.1428571429
38653,24MAY2021,Okmulgee,3804.0,0.0,8.0,1.1428571429
38654,25MAY2021,Okmulgee,3805.0,1.0,8.0,1.1428571429
38655,26MAY2021,Okmulgee,3808.0,3.0,10.0,1.4285714286000002
38656,27MAY2021,Okmulgee,3810.0,2.0,11.0,1.5714285713999998
38657,28MAY2021,Okmulgee,3811.0,1.0,11.0,1.5714285713999998
38658,29MAY2021,Okmulgee,3813.0,2.0,11.0,1.5714285713999998
38659,30MAY2021,Okmulgee,3816.0,3.0,12.0,1.7142857143
38660,31MAY2021,Okmulgee,3818.0,2.0,14.0,2.0
38661,01JUN2021,Okmulgee,3821.0,3.0,16.0,2.2857142857
38662,02JUN2021,Okmulgee,3821.0,0.0,13.0,1.8571428571000002
38663,03JUN2021,Okmulgee,3826.0,5.0,16.0,2.2857142857
38664,04JUN2021,Okmulgee,3827.0,1.0,16.0,2.2857142857
38665,05JUN2021,Okmulgee,3831.0,4.0,18.0,2.5714285714
38666,06JUN2021,Okmulgee,3833.0,2.0,17.0,2.4285714286
38667,07JUN2021,Okmulgee,3834.0,1.0,16.0,2.2857142857
38668,08JUN2021,Okmulgee,3835.0,1.0,14.0,2.0
38669,09JUN2021,Okmulgee,3836.0,1.0,15.0,2.1428571429
38670,10JUN2021,Okmulgee,3840.0,4.0,14.0,2.0
38671,11JUN2021,Okmulgee,3845.0,5.0,18.0,2.5714285714
38672,12JUN2021,Okmulgee,3847.0,2.0,16.0,2.2857142857
38673,13JUN2021,Okmulgee,3848.0,1.0,15.0,2.1428571429
38674,14JUN2021,Okmulgee,3853.0,5.0,19.0,2.7142857143
38675,15JUN2021,Okmulgee,3857.0,4.0,22.0,3.1428571429
38676,16JUN2021,Okmulgee,3862.0,5.0,26.0,3.7142857143
38677,17JUN2021,Okmulgee,3864.0,2.0,24.0,3.4285714286
38678,18JUN2021,Okmulgee,3865.0,1.0,20.0,2.8571428571
38679,19JUN2021,Okmulgee,3865.0,0.0,18.0,2.5714285714
38680,20JUN2021,Okmulgee,3865.0,0.0,17.0,2.4285714286
38681,21JUN2021,Okmulgee,3868.0,3.0,15.0,2.1428571429
38682,22JUN2021,Okmulgee,3872.0,4.0,15.0,2.1428571429
38683,23JUN2021,Okmulgee,3876.0,4.0,14.0,2.0
38684,24JUN2021,Okmulgee,3881.0,5.0,17.0,2.4285714286
38685,25JUN2021,Okmulgee,3892.0,11.0,27.0,3.8571428571
38686,26JUN2021,Okmulgee,3892.0,0.0,27.0,3.8571428571
38687,27JUN2021,Okmulgee,3892.0,0.0,27.0,3.8571428571
38688,28JUN2021,Okmulgee,3908.0,16.0,40.0,5.7142857143
38689,29JUN2021,Okmulgee,3908.0,0.0,36.0,5.1428571429000005
38690,30JUN2021,Okmulgee,3911.0,3.0,35.0,5.0
38691,01JUL2021,Okmulgee,3911.0,0.0,30.0,4.2857142857
38692,02JUL2021,Okmulgee,3912.0,1.0,20.0,2.8571428571
38693,03JUL2021,Okmulgee,3912.0,0.0,20.0,2.8571428571
38694,04JUL2021,Okmulgee,3912.0,0.0,20.0,2.8571428571
38695,05JUL2021,Okmulgee,3922.0,10.0,14.0,2.0
38696,06JUL2021,Okmulgee,3924.0,2.0,16.0,2.2857142857
38697,07JUL2021,Okmulgee,3940.0,16.0,29.0,4.1428571429000005
38698,08JUL2021,Okmulgee,3941.0,1.0,30.0,4.2857142857
38699,09JUL2021,Okmulgee,3947.0,6.0,35.0,5.0
38700,10JUL2021,Okmulgee,3952.0,5.0,40.0,5.7142857143
38701,11JUL2021,Okmulgee,3952.0,0.0,40.0,5.7142857143
38702,12JUL2021,Okmulgee,3956.0,4.0,34.0,4.8571428570999995
38703,13JUL2021,Okmulgee,3956.0,0.0,32.0,4.5714285714
38704,14JUL2021,Okmulgee,3965.0,9.0,25.0,3.5714285714
38705,15JUL2021,Okmulgee,3967.0,2.0,26.0,3.7142857143
38706,16JUL2021,Okmulgee,3970.0,3.0,23.0,3.2857142857
38707,17JUL2021,Okmulgee,3979.0,9.0,27.0,3.8571428571
38708,18JUL2021,Okmulgee,3982.0,3.0,30.0,4.2857142857
38709,19JUL2021,Okmulgee,3988.0,6.0,32.0,4.5714285714
38710,20JUL2021,Okmulgee,3996.0,8.0,40.0,5.7142857143
38711,21JUL2021,Okmulgee,4011.0,15.0,46.0,6.5714285714
38712,22JUL2021,Okmulgee,4026.0,15.0,59.0,8.4285714286
38713,23JUL2021,Okmulgee,4043.0,17.0,73.0,10.428571429
38714,24JUL2021,Okmulgee,4059.0,16.0,80.0,11.428571429000002
38715,25JUL2021,Okmulgee,4067.0,8.0,85.0,12.142857142999999
38716,26JUL2021,Okmulgee,4072.0,5.0,84.0,12.0
38717,27JUL2021,Okmulgee,4083.0,11.0,87.0,12.428571429000002
38718,28JUL2021,Okmulgee,4097.0,14.0,86.0,12.285714286
38719,29JUL2021,Okmulgee,4114.0,17.0,88.0,12.571428570999998
38720,30JUL2021,Okmulgee,4139.0,25.0,96.0,13.714285714
38721,31JUL2021,Okmulgee,4157.0,18.0,98.0,14.0
38722,01AUG2021,Okmulgee,4175.0,18.0,108.0,15.428571429000002
38723,02AUG2021,Okmulgee,4192.0,17.0,120.0,17.142857143
38724,03AUG2021,Okmulgee,4207.0,15.0,124.0,17.714285714000003
38725,04AUG2021,Okmulgee,4226.0,19.0,129.0,18.428571429
38726,05AUG2021,Okmulgee,4260.0,34.0,146.0,20.857142857
38727,06AUG2021,Okmulgee,4274.0,14.0,135.0,19.285714285999997
38728,07AUG2021,Okmulgee,4313.0,39.0,156.0,22.285714285999997
38729,08AUG2021,Okmulgee,4349.0,36.0,174.0,24.857142857
38730,09AUG2021,Okmulgee,4371.0,22.0,179.0,25.571428571
38731,10AUG2021,Okmulgee,4382.0,11.0,175.0,25.0
38732,11AUG2021,Okmulgee,4423.0,41.0,197.0,28.142857143
38733,12AUG2021,Okmulgee,4439.0,16.0,179.0,25.571428571
38734,13AUG2021,Okmulgee,4481.0,42.0,207.0,29.571428571
38735,14AUG2021,Okmulgee,4518.0,37.0,205.0,29.285714285999997
38736,15AUG2021,Okmulgee,4540.0,22.0,191.0,27.285714285999997
38737,16AUG2021,Okmulgee,4581.0,41.0,210.0,30.0
38738,17AUG2021,Okmulgee,4583.0,2.0,201.0,28.714285714000003
38739,18AUG2021,Okmulgee,4598.0,15.0,175.0,25.0
38740,19AUG2021,Okmulgee,4618.0,20.0,179.0,25.571428571
38741,20AUG2021,Okmulgee,4651.0,33.0,170.0,24.285714285999997
38742,21AUG2021,Okmulgee,4671.0,20.0,153.0,21.857142857
38743,22AUG2021,Okmulgee,4696.0,25.0,156.0,22.285714285999997
38744,23AUG2021,Okmulgee,4708.0,12.0,127.0,18.142857143
38745,24AUG2021,Okmulgee,4720.0,12.0,137.0,19.571428571
38746,25AUG2021,Okmulgee,4782.0,62.0,184.0,26.285714285999997
38747,26AUG2021,Okmulgee,4834.0,52.0,216.0,30.857142857
38748,27AUG2021,Okmulgee,4874.0,40.0,223.0,31.857142857
38749,28AUG2021,Okmulgee,4926.0,52.0,255.0,36.428571429
38750,29AUG2021,Okmulgee,4939.0,13.0,243.0,34.714285714
38751,30AUG2021,Okmulgee,4968.0,29.0,260.0,37.142857143
38752,31AUG2021,Okmulgee,4986.0,18.0,266.0,38.0
38753,01SEP2021,Okmulgee,5007.0,21.0,225.0,32.142857143
38754,02SEP2021,Okmulgee,5046.0,39.0,212.0,30.285714285999997
38755,03SEP2021,Okmulgee,5071.0,25.0,197.0,28.142857143
38756,04SEP2021,Okmulgee,5121.0,50.0,195.0,27.857142857
38757,05SEP2021,Okmulgee,5144.0,23.0,205.0,29.285714285999997
38758,06SEP2021,Okmulgee,5176.0,32.0,208.0,29.714285714000003
38759,07SEP2021,Okmulgee,5186.0,10.0,200.0,28.571428571
38760,08SEP2021,Okmulgee,5196.0,10.0,189.0,27.0
38761,09SEP2021,Okmulgee,5207.0,11.0,161.0,23.0
38762,10SEP2021,Okmulgee,5241.0,34.0,170.0,24.285714285999997
38763,11SEP2021,Okmulgee,5267.0,26.0,146.0,20.857142857
38764,12SEP2021,Okmulgee,5285.0,18.0,141.0,20.142857143
38765,13SEP2021,Okmulgee,5295.0,10.0,119.0,17.0
38766,14SEP2021,Okmulgee,5302.0,7.0,116.0,16.571428571
38767,15SEP2021,Okmulgee,5334.0,32.0,138.0,19.714285714000003
38768,16SEP2021,Okmulgee,5350.0,16.0,143.0,20.428571429
38769,17SEP2021,Okmulgee,5378.0,28.0,137.0,19.571428571
38770,18SEP2021,Okmulgee,5397.0,19.0,130.0,18.571428571
38771,19SEP2021,Okmulgee,5414.0,17.0,129.0,18.428571429
38772,20SEP2021,Okmulgee,5432.0,18.0,137.0,19.571428571
38773,21SEP2021,Okmulgee,5434.0,2.0,132.0,18.857142857
38774,22SEP2021,Okmulgee,5460.0,26.0,126.0,18.0
38775,23SEP2021,Okmulgee,5483.0,23.0,133.0,19.0
38776,24SEP2021,Okmulgee,5499.0,16.0,121.0,17.285714285999997
38777,25SEP2021,Okmulgee,5508.0,9.0,111.0,15.857142857000001
38778,26SEP2021,Okmulgee,5549.0,41.0,135.0,19.285714285999997
38779,27SEP2021,Okmulgee,5554.0,5.0,122.0,17.428571429
38780,28SEP2021,Okmulgee,5559.0,5.0,125.0,17.857142857
38781,29SEP2021,Okmulgee,5569.0,10.0,109.0,15.571428570999998
38782,30SEP2021,Okmulgee,5597.0,28.0,114.0,16.285714285999997
38783,01OCT2021,Okmulgee,5619.0,22.0,120.0,17.142857143
38784,02OCT2021,Okmulgee,5643.0,24.0,135.0,19.285714285999997
38785,03OCT2021,Okmulgee,5654.0,11.0,105.0,15.0
38786,04OCT2021,Okmulgee,5660.0,6.0,106.0,15.142857142999999
38787,05OCT2021,Okmulgee,5663.0,3.0,104.0,14.857142857000001
38788,06OCT2021,Okmulgee,5680.0,17.0,111.0,15.857142857000001
38789,07OCT2021,Okmulgee,5695.0,15.0,98.0,14.0
38790,08OCT2021,Okmulgee,5697.0,2.0,78.0,11.142857142999999
38791,09OCT2021,Okmulgee,5744.0,47.0,101.0,14.428571429000002
38792,10OCT2021,Okmulgee,5759.0,15.0,105.0,15.0
38793,11OCT2021,Okmulgee,5767.0,8.0,107.0,15.285714286
38794,12OCT2021,Okmulgee,5769.0,2.0,106.0,15.142857142999999
38795,13OCT2021,Okmulgee,5773.0,4.0,93.0,13.285714286
38796,14OCT2021,Okmulgee,5809.0,36.0,114.0,16.285714285999997
38797,15OCT2021,Okmulgee,5820.0,11.0,123.0,17.571428571
38798,16OCT2021,Okmulgee,5828.0,8.0,84.0,12.0
38799,17OCT2021,Okmulgee,5830.0,2.0,71.0,10.142857142999999
38800,18OCT2021,Okmulgee,5853.0,23.0,86.0,12.285714286
38801,19OCT2021,Okmulgee,5853.0,0.0,84.0,12.0
38802,20OCT2021,Okmulgee,5873.0,20.0,100.0,14.285714286
38803,21OCT2021,Okmulgee,5882.0,9.0,73.0,10.428571429
38804,22OCT2021,Okmulgee,5902.0,20.0,82.0,11.714285714
38805,23OCT2021,Okmulgee,5915.0,13.0,87.0,12.428571429000002
38806,24OCT2021,Okmulgee,5920.0,5.0,90.0,12.857142857000001
38807,25OCT2021,Okmulgee,5931.0,11.0,78.0,11.142857142999999
38808,26OCT2021,Okmulgee,5933.0,2.0,80.0,11.428571429000002
38809,27OCT2021,Okmulgee,5947.0,14.0,74.0,10.571428571
38810,28OCT2021,Okmulgee,5951.0,4.0,69.0,9.857142857100001
38811,29OCT2021,Okmulgee,5964.0,13.0,62.0,8.857142857100001
38812,30OCT2021,Okmulgee,5968.0,4.0,53.0,7.5714285714
38813,31OCT2021,Okmulgee,5985.0,17.0,65.0,9.285714285700001
38814,01NOV2021,Okmulgee,5985.0,0.0,54.0,7.7142857143
38815,02NOV2021,Okmulgee,5991.0,6.0,58.0,8.285714285700001
38816,03NOV2021,Okmulgee,6001.0,10.0,54.0,7.7142857143
38817,04NOV2021,Okmulgee,6015.0,14.0,64.0,9.142857142899999
38818,05NOV2021,Okmulgee,6025.0,10.0,61.0,8.714285714299999
38819,06NOV2021,Okmulgee,6038.0,13.0,70.0,10.0
38820,07NOV2021,Okmulgee,6042.0,4.0,57.0,8.142857142899999
38821,08NOV2021,Okmulgee,6054.0,12.0,69.0,9.857142857100001
38822,09NOV2021,Okmulgee,6055.0,1.0,64.0,9.142857142899999
38823,10NOV2021,Okmulgee,6077.0,22.0,76.0,10.857142857000001
38824,11NOV2021,Okmulgee,6086.0,9.0,71.0,10.142857142999999
38825,12NOV2021,Okmulgee,6103.0,17.0,78.0,11.142857142999999
38826,13NOV2021,Okmulgee,6126.0,23.0,88.0,12.571428570999998
38827,14NOV2021,Okmulgee,6137.0,11.0,95.0,13.571428570999998
38828,15NOV2021,Okmulgee,6143.0,6.0,89.0,12.714285714
38829,16NOV2021,Okmulgee,6149.0,6.0,94.0,13.428571429000002
38830,17NOV2021,Okmulgee,6155.0,6.0,78.0,11.142857142999999
38831,18NOV2021,Okmulgee,6173.0,18.0,87.0,12.428571429000002
38832,19NOV2021,Okmulgee,6180.0,7.0,77.0,11.0
38833,20NOV2021,Okmulgee,6236.0,56.0,110.0,15.714285714
38834,21NOV2021,Okmulgee,6244.0,8.0,107.0,15.285714286
38835,22NOV2021,Okmulgee,6257.0,13.0,114.0,16.285714285999997
38836,23NOV2021,Okmulgee,6258.0,1.0,109.0,15.571428570999998
38837,24NOV2021,Okmulgee,6260.0,2.0,105.0,15.0
38838,25NOV2021,Okmulgee,6279.0,19.0,106.0,15.142857142999999
38839,26NOV2021,Okmulgee,6279.0,0.0,99.0,14.142857142999999
38840,27NOV2021,Okmulgee,6301.0,22.0,65.0,9.285714285700001
38841,28NOV2021,Okmulgee,6307.0,6.0,63.0,9.0
38842,29NOV2021,Okmulgee,6317.0,10.0,60.0,8.5714285714
38843,30NOV2021,Okmulgee,6343.0,26.0,85.0,12.142857142999999
38844,01DEC2021,Okmulgee,6343.0,0.0,83.0,11.857142857000001
38845,02DEC2021,Okmulgee,6362.0,19.0,83.0,11.857142857000001
38846,03DEC2021,Okmulgee,6383.0,21.0,104.0,14.857142857000001
38847,04DEC2021,Okmulgee,6409.0,26.0,108.0,15.428571429000002
38848,05DEC2021,Okmulgee,6419.0,10.0,112.0,16.0
38849,06DEC2021,Okmulgee,6431.0,12.0,114.0,16.285714285999997
38850,07DEC2021,Okmulgee,6439.7,8.71,96.71,13.816326531
38851,08DEC2021,Okmulgee,6448.4,8.71,105.4,15.06122449
38852,09DEC2021,Okmulgee,6457.1,8.71,95.14,13.591836735
38853,10DEC2021,Okmulgee,6465.9,8.71,82.86,11.836734694
38854,11DEC2021,Okmulgee,6474.6,8.71,65.57,9.3673469388
38855,12DEC2021,Okmulgee,6483.3,8.71,64.29,9.1836734694
38856,13DEC2021,Okmulgee,6492.0,8.71,61.0,8.714285714299999
38857,14DEC2021,Okmulgee,6496.8,4.75,57.04,8.1479591837
38858,15DEC2021,Okmulgee,6501.5,4.75,53.07,7.5816326531
38859,16DEC2021,Okmulgee,6506.3,4.75,49.11,7.0153061224
38860,17DEC2021,Okmulgee,6511.0,4.75,45.14,6.4489795918
38861,18DEC2021,Okmulgee,6536.0,25.0,61.43,8.7755102041
38862,19DEC2021,Okmulgee,6551.0,15.0,67.71,9.673469387799999
38863,20DEC2021,Okmulgee,6559.0,8.0,67.0,9.5714285714
38864,21DEC2021,Okmulgee,6560.0,1.0,63.25,9.035714285700001
38865,22DEC2021,Okmulgee,6573.0,13.0,71.5,10.214285713999999
38866,23DEC2021,Okmulgee,6586.0,13.0,79.75,11.392857142999999
38867,24DEC2021,Okmulgee,6597.0,11.0,86.0,12.285714286
38868,25DEC2021,Okmulgee,6601.0,4.0,65.0,9.285714285700001
38869,26DEC2021,Okmulgee,6601.0,0.0,50.0,7.1428571429
38870,27DEC2021,Okmulgee,6606.0,5.0,47.0,6.7142857143
38871,28DEC2021,Okmulgee,6617.0,11.0,57.0,8.142857142899999
38872,29DEC2021,Okmulgee,6616.0,-1.0,43.0,6.1428571429
38873,30DEC2021,Okmulgee,6696.0,80.0,110.0,15.714285714
38874,31DEC2021,Okmulgee,6741.0,45.0,144.0,20.571428571
38875,01JAN2022,Okmulgee,6757.0,16.0,156.0,22.285714285999997
38876,02JAN2022,Okmulgee,6757.0,0.0,156.0,22.285714285999997
38877,03JAN2022,Okmulgee,6772.0,15.0,166.0,23.714285714000003
38878,04JAN2022,Okmulgee,6790.0,18.0,173.0,24.714285714000003
38879,05JAN2022,Okmulgee,6808.0,18.0,192.0,27.428571429
38880,06JAN2022,Okmulgee,6839.0,31.0,143.0,20.428571429
38881,07JAN2022,Okmulgee,6879.0,40.0,138.0,19.714285714000003
38882,08JAN2022,Okmulgee,6916.0,37.0,159.0,22.714285714000003
38883,09JAN2022,Okmulgee,6977.0,61.0,220.0,31.428571429
38884,10JAN2022,Okmulgee,7021.0,44.0,249.0,35.571428571
38885,06MAR2020,Osage,0.0,0.0,0.0,
38886,07MAR2020,Osage,0.0,0.0,0.0,
38887,08MAR2020,Osage,0.0,0.0,0.0,
38888,09MAR2020,Osage,0.0,0.0,0.0,
38889,10MAR2020,Osage,0.0,0.0,0.0,
38890,11MAR2020,Osage,0.0,0.0,0.0,
38891,12MAR2020,Osage,0.0,0.0,0.0,0.0
38892,13MAR2020,Osage,0.0,0.0,0.0,0.0
38893,14MAR2020,Osage,0.0,0.0,0.0,0.0
38894,15MAR2020,Osage,0.0,0.0,0.0,0.0
38895,16MAR2020,Osage,0.0,0.0,0.0,0.0
38896,17MAR2020,Osage,0.0,0.0,0.0,0.0
38897,18MAR2020,Osage,0.0,0.0,0.0,0.0
38898,19MAR2020,Osage,0.0,0.0,0.0,0.0
38899,20MAR2020,Osage,0.0,0.0,0.0,0.0
38900,21MAR2020,Osage,0.0,0.0,0.0,0.0
38901,22MAR2020,Osage,0.0,0.0,0.0,0.0
38902,23MAR2020,Osage,0.0,0.0,0.0,0.0
38903,24MAR2020,Osage,0.0,0.0,0.0,0.0
38904,25MAR2020,Osage,1.0,1.0,1.0,0.14285714289999998
38905,26MAR2020,Osage,3.0,2.0,3.0,0.42857142859999997
38906,27MAR2020,Osage,5.0,2.0,5.0,0.7142857143000001
38907,28MAR2020,Osage,6.0,1.0,6.0,0.8571428570999999
38908,29MAR2020,Osage,10.0,4.0,10.0,1.4285714286000002
38909,30MAR2020,Osage,11.0,1.0,11.0,1.5714285713999998
38910,31MAR2020,Osage,16.0,5.0,16.0,2.2857142857
38911,01APR2020,Osage,19.0,3.0,18.0,2.5714285714
38912,02APR2020,Osage,22.0,3.0,19.0,2.7142857143
38913,03APR2020,Osage,21.0,-1.0,16.0,2.2857142857
38914,04APR2020,Osage,25.0,4.0,19.0,2.7142857143
38915,05APR2020,Osage,27.0,2.0,17.0,2.4285714286
38916,06APR2020,Osage,31.0,4.0,20.0,2.8571428571
38917,07APR2020,Osage,34.0,3.0,18.0,2.5714285714
38918,08APR2020,Osage,33.0,-1.0,14.0,2.0
38919,09APR2020,Osage,41.0,8.0,19.0,2.7142857143
38920,10APR2020,Osage,45.0,4.0,24.0,3.4285714286
38921,11APR2020,Osage,45.0,0.0,20.0,2.8571428571
38922,12APR2020,Osage,50.0,5.0,23.0,3.2857142857
38923,13APR2020,Osage,56.0,6.0,25.0,3.5714285714
38924,14APR2020,Osage,59.0,3.0,25.0,3.5714285714
38925,15APR2020,Osage,61.0,2.0,28.0,4.0
38926,16APR2020,Osage,61.0,0.0,20.0,2.8571428571
38927,17APR2020,Osage,61.0,0.0,16.0,2.2857142857
38928,18APR2020,Osage,64.0,3.0,19.0,2.7142857143
38929,19APR2020,Osage,64.0,0.0,14.0,2.0
38930,20APR2020,Osage,65.0,1.0,9.0,1.2857142857
38931,21APR2020,Osage,65.0,0.0,6.0,0.8571428570999999
38932,22APR2020,Osage,65.0,0.0,4.0,0.5714285714
38933,23APR2020,Osage,68.0,3.0,7.0,1.0
38934,24APR2020,Osage,71.0,3.0,10.0,1.4285714286000002
38935,25APR2020,Osage,71.0,0.0,7.0,1.0
38936,26APR2020,Osage,72.0,1.0,8.0,1.1428571429
38937,27APR2020,Osage,72.0,0.0,7.0,1.0
38938,28APR2020,Osage,72.0,0.0,7.0,1.0
38939,29APR2020,Osage,73.0,1.0,8.0,1.1428571429
38940,30APR2020,Osage,75.0,2.0,7.0,1.0
38941,01MAY2020,Osage,76.0,1.0,5.0,0.7142857143000001
38942,02MAY2020,Osage,76.0,0.0,5.0,0.7142857143000001
38943,03MAY2020,Osage,76.0,0.0,4.0,0.5714285714
38944,04MAY2020,Osage,78.0,2.0,6.0,0.8571428570999999
38945,05MAY2020,Osage,78.0,0.0,6.0,0.8571428570999999
38946,06MAY2020,Osage,77.0,-1.0,4.0,0.5714285714
38947,07MAY2020,Osage,82.0,5.0,7.0,1.0
38948,08MAY2020,Osage,85.0,3.0,9.0,1.2857142857
38949,09MAY2020,Osage,88.0,3.0,12.0,1.7142857143
38950,10MAY2020,Osage,88.0,0.0,12.0,1.7142857143
38951,11MAY2020,Osage,89.0,1.0,11.0,1.5714285713999998
38952,12MAY2020,Osage,90.0,1.0,12.0,1.7142857143
38953,13MAY2020,Osage,90.0,0.0,13.0,1.8571428571000002
38954,14MAY2020,Osage,90.0,0.0,8.0,1.1428571429
38955,15MAY2020,Osage,91.0,1.0,6.0,0.8571428570999999
38956,16MAY2020,Osage,91.0,0.0,3.0,0.42857142859999997
38957,17MAY2020,Osage,91.0,0.0,3.0,0.42857142859999997
38958,18MAY2020,Osage,91.0,0.0,2.0,0.2857142857
38959,19MAY2020,Osage,92.0,1.0,2.0,0.2857142857
38960,20MAY2020,Osage,92.0,0.0,2.0,0.2857142857
38961,21MAY2020,Osage,92.0,0.0,2.0,0.2857142857
38962,22MAY2020,Osage,93.0,1.0,2.0,0.2857142857
38963,23MAY2020,Osage,94.0,1.0,3.0,0.42857142859999997
38964,24MAY2020,Osage,94.0,0.0,3.0,0.42857142859999997
38965,25MAY2020,Osage,94.0,0.0,3.0,0.42857142859999997
38966,26MAY2020,Osage,94.0,0.0,2.0,0.2857142857
38967,27MAY2020,Osage,93.0,-1.0,1.0,0.14285714289999998
38968,28MAY2020,Osage,94.0,1.0,2.0,0.2857142857
38969,29MAY2020,Osage,95.0,1.0,2.0,0.2857142857
38970,30MAY2020,Osage,95.0,0.0,1.0,0.14285714289999998
38971,31MAY2020,Osage,95.0,0.0,1.0,0.14285714289999998
38972,01JUN2020,Osage,95.0,0.0,1.0,0.14285714289999998
38973,02JUN2020,Osage,95.0,0.0,1.0,0.14285714289999998
38974,03JUN2020,Osage,96.0,1.0,3.0,0.42857142859999997
38975,04JUN2020,Osage,102.0,6.0,8.0,1.1428571429
38976,05JUN2020,Osage,101.0,-1.0,6.0,0.8571428570999999
38977,06JUN2020,Osage,101.0,0.0,6.0,0.8571428570999999
38978,07JUN2020,Osage,101.0,0.0,6.0,0.8571428570999999
38979,08JUN2020,Osage,102.0,1.0,7.0,1.0
38980,09JUN2020,Osage,102.0,0.0,7.0,1.0
38981,10JUN2020,Osage,103.0,1.0,7.0,1.0
38982,11JUN2020,Osage,104.0,1.0,2.0,0.2857142857
38983,12JUN2020,Osage,104.0,0.0,3.0,0.42857142859999997
38984,13JUN2020,Osage,106.0,2.0,5.0,0.7142857143000001
38985,14JUN2020,Osage,112.0,6.0,11.0,1.5714285713999998
38986,15JUN2020,Osage,114.0,2.0,12.0,1.7142857143
38987,16JUN2020,Osage,114.0,0.0,12.0,1.7142857143
38988,17JUN2020,Osage,116.0,2.0,13.0,1.8571428571000002
38989,18JUN2020,Osage,124.0,8.0,20.0,2.8571428571
38990,19JUN2020,Osage,125.0,1.0,21.0,3.0
38991,20JUN2020,Osage,130.0,5.0,24.0,3.4285714286
38992,21JUN2020,Osage,140.0,10.0,28.0,4.0
38993,22JUN2020,Osage,142.0,2.0,28.0,4.0
38994,23JUN2020,Osage,146.0,4.0,32.0,4.5714285714
38995,24JUN2020,Osage,155.0,9.0,39.0,5.5714285714
38996,25JUN2020,Osage,154.0,-1.0,30.0,4.2857142857
38997,26JUN2020,Osage,154.0,0.0,29.0,4.1428571429000005
38998,27JUN2020,Osage,156.0,2.0,26.0,3.7142857143
38999,28JUN2020,Osage,158.0,2.0,18.0,2.5714285714
39000,29JUN2020,Osage,160.0,2.0,18.0,2.5714285714
39001,30JUN2020,Osage,165.0,5.0,19.0,2.7142857143
39002,01JUL2020,Osage,168.0,3.0,13.0,1.8571428571000002
39003,02JUL2020,Osage,174.0,6.0,20.0,2.8571428571
39004,03JUL2020,Osage,176.0,2.0,22.0,3.1428571429
39005,04JUL2020,Osage,182.0,6.0,26.0,3.7142857143
39006,05JUL2020,Osage,185.0,3.0,27.0,3.8571428571
39007,06JUL2020,Osage,186.0,1.0,26.0,3.7142857143
39008,07JUL2020,Osage,187.0,1.0,22.0,3.1428571429
39009,08JUL2020,Osage,188.0,1.0,20.0,2.8571428571
39010,09JUL2020,Osage,194.0,6.0,20.0,2.8571428571
39011,10JUL2020,Osage,203.0,9.0,27.0,3.8571428571
39012,11JUL2020,Osage,214.0,11.0,32.0,4.5714285714
39013,12JUL2020,Osage,215.0,1.0,30.0,4.2857142857
39014,13JUL2020,Osage,218.0,3.0,32.0,4.5714285714
39015,14JUL2020,Osage,221.0,3.0,34.0,4.8571428570999995
39016,15JUL2020,Osage,228.0,7.0,40.0,5.7142857143
39017,16JUL2020,Osage,230.0,2.0,36.0,5.1428571429000005
39018,17JUL2020,Osage,237.0,7.0,34.0,4.8571428570999995
39019,18JUL2020,Osage,246.0,9.0,32.0,4.5714285714
39020,19JUL2020,Osage,246.0,0.0,31.0,4.4285714286
39021,20JUL2020,Osage,246.0,0.0,28.0,4.0
39022,21JUL2020,Osage,253.0,7.0,32.0,4.5714285714
39023,22JUL2020,Osage,257.0,4.0,29.0,4.1428571429000005
