,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
10713,Sprague,No,2859.0,1952,68.28,1826,63.87,1044.0,36.52,06/29/2022
10714,Stafford,No,11893.0,7621,64.08,7122,59.88,4123.0,34.67,06/29/2022
10715,Stamford,Yes,129638.0,120463,92.92,106269,81.97,54985.0,42.41,06/29/2022
10716,Sterling,No,3782.0,2124,56.16,1965,51.96,981.0,25.94,06/29/2022
10717,Stonington,No,18559.0,15028,80.97,13944,75.13,8487.0,45.73,06/29/2022
10718,Stratford,No,51849.0,41213,79.49,38347,73.96,21756.0,41.96,06/29/2022
10719,Suffield,No,15814.0,11725,74.14,10752,67.99,5928.0,37.49,06/29/2022
10720,Thomaston,No,7535.0,5601,74.33,5310,70.47,3100.0,41.14,06/29/2022
10721,Thompson,No,9379.0,5296,56.47,4815,51.34,2509.0,26.75,06/29/2022
10722,Tolland,No,14618.0,12098,82.76,11564,79.11,7446.0,50.94,06/29/2022
10723,Torrington,Yes,34044.0,26225,77.03,24647,72.4,14076.0,41.35,06/29/2022
10724,Trumbull,No,35673.0,32196,90.25,29994,84.08,18354.0,51.45,06/29/2022
10725,Union,No,839.0,571,68.06,535,63.77,362.0,43.15,06/29/2022
10726,Vernon,Yes,29359.0,23648,80.55,22116,75.33,13172.0,44.87,06/29/2022
10727,Voluntown,No,2510.0,1785,71.12,1674,66.69,940.0,37.45,06/29/2022
10728,Wallingford,No,44326.0,36763,82.94,34636,78.14,22099.0,49.86,06/29/2022
10729,Warren,No,1395.0,1088,77.99,1009,72.33,623.0,44.66,06/29/2022
10730,Washington,No,3428.0,3289,95.95,2853,83.23,1688.0,49.24,06/29/2022
10731,Waterbury,Yes,107568.0,77035,71.62,69378,64.5,29688.0,27.6,06/29/2022
10732,Waterford,Yes,18746.0,16308,86.99,15380,82.04,9976.0,53.22,06/29/2022
10733,Watertown,No,21578.0,16987,78.72,15968,74.0,9313.0,43.16,06/29/2022
10734,West Hartford,Yes,62965.0,59131,93.91,54747,86.95,36619.0,58.16,06/29/2022
10735,West Haven,Yes,54620.0,42472,77.76,38964,71.34,20674.0,37.85,06/29/2022
10736,Westbrook,No,6869.0,5951,86.64,5544,80.71,3642.0,53.02,06/29/2022
10737,Weston,No,10252.0,9695,94.57,8768,85.52,5845.0,57.01,06/29/2022
10738,Westport,No,28491.0,26810,94.1,24163,84.81,16514.0,57.96,06/29/2022
10739,Wethersfield,No,26008.0,23178,89.12,21977,84.5,13864.0,53.31,06/29/2022
10740,Willington,No,5864.0,4046,69.0,3780,64.46,2402.0,40.96,06/29/2022
10741,Wilton,No,18343.0,17518,95.5,15943,86.92,10362.0,56.49,06/29/2022
10742,Winchester,Yes,10604.0,7540,71.11,7096,66.92,4246.0,40.04,06/29/2022
10743,Windham,Yes,24561.0,17037,69.37,15673,63.81,8087.0,32.93,06/29/2022
10744,Windsor,No,28733.0,24753,86.15,23094,80.37,14144.0,49.23,06/29/2022
10745,Windsor Locks,Yes,12854.0,9636,74.96,8991,69.95,5415.0,42.13,06/29/2022
10746,Wolcott,No,16587.0,12356,74.49,11731,70.72,6472.0,39.02,06/29/2022
10747,Woodbridge,No,8750.0,8166,93.33,7585,86.69,5234.0,59.82,06/29/2022
10748,Woodbury,No,9502.0,7639,80.39,7222,76.01,4609.0,48.51,06/29/2022
10749,Woodstock,No,7858.0,5808,73.91,5316,67.65,3089.0,39.31,06/29/2022
10750,Address pending validation,,,12344,,10014,,3119.0,,07/06/2022
10751,Andover,No,3236.0,2467,76.24,2355,72.78,1530.0,47.28,07/06/2022
10752,Ansonia,Yes,18654.0,13462,72.17,12553,67.29,6711.0,35.98,07/06/2022
10753,Ashford,No,4255.0,3104,72.95,2929,68.84,1860.0,43.71,07/06/2022
10754,Avon,No,18276.0,17521,95.87,16209,88.69,11109.0,60.78,07/06/2022
10755,Barkhamsted,No,3606.0,2819,78.18,2682,74.38,1765.0,48.95,07/06/2022
10756,Beacon Falls,No,6222.0,4503,72.37,4253,68.35,2632.0,42.3,07/06/2022
10757,Berlin,No,20436.0,16409,80.29,15539,76.04,10212.0,49.97,07/06/2022
10758,Bethany,No,5548.0,4509,81.27,4240,76.42,2715.0,48.94,07/06/2022
10759,Bethel,No,19800.0,16367,82.66,15149,76.51,8828.0,44.59,07/06/2022
10760,Bethlehem,No,3402.0,2430,71.43,2292,67.37,1389.0,40.83,07/06/2022
10761,Bloomfield,No,21211.0,18075,85.22,16725,78.85,10288.0,48.5,07/06/2022
10762,Bolton,No,4884.0,3990,81.7,3801,77.83,2560.0,52.42,07/06/2022
10763,Bozrah,No,2726.0,1870,68.6,1773,65.04,1145.0,42.0,07/06/2022
10764,Branford,No,27900.0,23394,83.85,21847,78.3,14736.0,52.82,07/06/2022
10765,Bridgeport,Yes,144399.0,107101,74.17,95411,66.07,38882.0,26.93,07/06/2022
10766,Bridgewater,No,1635.0,1401,85.69,1301,79.57,849.0,51.93,07/06/2022
10767,Bristol,Yes,59947.0,46846,78.15,44039,73.46,25124.0,41.91,07/06/2022
10768,Brookfield,No,16973.0,14522,85.56,13487,79.46,8038.0,47.36,07/06/2022
10769,Brooklyn,No,8272.0,5737,69.35,5293,63.99,3117.0,37.68,07/06/2022
10770,Burlington,No,9704.0,7840,80.79,7515,77.44,4936.0,50.87,07/06/2022
10771,Canaan,No,1053.0,1340,100.0,1228,100.0,766.0,72.74,07/06/2022
10772,Canterbury,No,5079.0,3577,70.43,3372,66.39,1944.0,38.28,07/06/2022
10773,Canton,No,10254.0,8414,82.06,7910,77.14,5285.0,51.54,07/06/2022
10774,Chaplin,No,2239.0,1593,71.15,1487,66.41,909.0,40.6,07/06/2022
10775,Cheshire,No,28937.0,25298,87.42,23736,82.03,16241.0,56.13,07/06/2022
10776,Chester,No,4213.0,3396,80.61,3185,75.6,2216.0,52.6,07/06/2022
10777,Clinton,No,12925.0,11468,88.73,10713,82.89,6980.0,54.0,07/06/2022
10778,Colchester,No,15809.0,12828,81.14,12118,76.65,7764.0,49.11,07/06/2022
10779,Colebrook,No,1400.0,1141,81.5,1060,75.71,670.0,47.86,07/06/2022
10780,Columbia,No,5379.0,4190,77.9,3972,73.84,2594.0,48.22,07/06/2022
10781,Cornwall,No,1362.0,1280,93.98,1167,85.68,766.0,56.24,07/06/2022
10782,Coventry,No,12407.0,9698,78.17,9216,74.28,5757.0,46.4,07/06/2022
10783,Cromwell,No,13839.0,12216,88.27,11597,83.8,7410.0,53.54,07/06/2022
10784,Danbury,Yes,84694.0,73482,86.76,65472,77.3,29297.0,34.59,07/06/2022
10785,Darien,No,21728.0,20804,95.75,18643,85.8,11383.0,52.39,07/06/2022
10786,Deep River,No,4443.0,3858,86.83,3638,81.88,2477.0,55.75,07/06/2022
10787,Derby,Yes,12339.0,13034,100.0,11336,91.87,5902.0,47.83,07/06/2022
10788,Durham,No,7165.0,5867,81.88,5598,78.13,3745.0,52.27,07/06/2022
10789,East Granby,No,5140.0,4206,81.83,3956,76.96,2407.0,46.83,07/06/2022
10790,East Haddam,No,8997.0,7083,78.73,6606,73.42,4204.0,46.73,07/06/2022
10791,East Hampton,No,12800.0,10151,79.3,9654,75.42,6141.0,47.98,07/06/2022
10792,East Hartford,Yes,49872.0,40917,82.04,37600,75.39,18880.0,37.86,07/06/2022
10793,East Haven,Yes,28569.0,20859,73.01,19348,67.72,11202.0,39.21,07/06/2022
10794,East Lyme,No,18462.0,16428,88.98,15270,82.71,10410.0,56.39,07/06/2022
10795,East Windsor,No,11668.0,8423,72.19,7785,66.72,4512.0,38.67,07/06/2022
10796,Eastford,No,1790.0,1149,64.19,1088,60.78,654.0,36.54,07/06/2022
10797,Easton,No,7521.0,6553,87.13,6012,79.94,3823.0,50.83,07/06/2022
10798,Ellington,No,16467.0,13061,79.32,12263,74.47,7552.0,45.86,07/06/2022
10799,Enfield,Yes,43659.0,30362,69.54,28089,64.34,15493.0,35.49,07/06/2022
10800,Essex,No,6668.0,5957,89.34,5580,83.68,4013.0,60.18,07/06/2022
10801,Fairfield,No,62045.0,52281,84.26,47846,77.11,30405.0,49.0,07/06/2022
10802,Farmington,No,25497.0,23823,93.43,22212,87.12,14791.0,58.01,07/06/2022
10803,Franklin,No,1920.0,1430,74.48,1352,70.42,859.0,44.74,07/06/2022
10804,Glastonbury,No,34482.0,31502,91.36,29526,85.63,20310.0,58.9,07/06/2022
10805,Goshen,No,2863.0,2279,79.6,2149,75.06,1384.0,48.34,07/06/2022
10806,Granby,No,11507.0,8990,78.13,8424,73.21,5068.0,44.04,07/06/2022
10807,Greenwich,No,62840.0,56976,90.67,50426,80.25,27747.0,44.15,07/06/2022
10808,Griswold,Yes,11534.0,7609,65.97,7105,61.6,4043.0,35.05,07/06/2022
10809,Groton,Yes,38436.0,27932,72.67,25444,66.2,15056.0,39.17,07/06/2022
10810,Guilford,No,22133.0,20205,91.29,18891,85.35,13262.0,59.92,07/06/2022
10811,Haddam,No,8193.0,7297,89.06,6907,84.3,4570.0,55.78,07/06/2022
10812,Hamden,No,60556.0,47044,77.69,43391,71.65,27141.0,44.82,07/06/2022
10813,Hampton,No,1842.0,1271,69.0,1190,64.6,786.0,42.67,07/06/2022
10814,Hartford,Yes,122105.0,84306,69.04,74972,61.4,32902.0,26.95,07/06/2022
10815,Hartland,No,2120.0,1354,63.87,1276,60.19,710.0,33.49,07/06/2022
10816,Harwinton,No,5420.0,4159,76.73,3940,72.69,2553.0,47.1,07/06/2022
10817,Hebron,No,9504.0,7679,80.8,7284,76.64,4864.0,51.18,07/06/2022
10818,Kent,No,2777.0,2746,98.88,2435,87.68,1363.0,49.08,07/06/2022
10819,Killingly,Yes,17336.0,11308,65.23,10454,60.3,5441.0,31.39,07/06/2022
10820,Killingworth,No,6364.0,5286,83.06,5027,78.99,3440.0,54.05,07/06/2022
10821,Lebanon,No,7144.0,5385,75.38,5102,71.42,3297.0,46.15,07/06/2022
10822,Ledyard,No,14621.0,11820,80.84,10971,75.04,6629.0,45.34,07/06/2022
10823,Lisbon,No,4220.0,3076,72.89,2897,68.65,1700.0,40.28,07/06/2022
10824,Litchfield,No,8094.0,6649,82.15,6184,76.4,4071.0,50.3,07/06/2022
10825,Lyme,No,2316.0,2252,97.24,2077,89.68,1505.0,64.98,07/06/2022
10826,Madison,No,18030.0,16780,93.07,15547,86.23,10863.0,60.25,07/06/2022
10827,Manchester,Yes,57584.0,46522,80.79,43156,74.94,24973.0,43.37,07/06/2022
10828,Mansfield,No,25487.0,12009,47.12,10719,42.06,7185.0,28.19,07/06/2022
10829,Marlborough,No,6335.0,5235,82.64,4968,78.42,3247.0,51.25,07/06/2022
10830,Meriden,Yes,59395.0,47316,79.66,44113,74.27,23514.0,39.59,07/06/2022
10831,Middlebury,No,7798.0,6443,82.62,6027,77.29,3748.0,48.06,07/06/2022
10832,Middlefield,No,4374.0,3492,79.84,3336,76.27,2228.0,50.94,07/06/2022
10833,Middletown,Yes,46258.0,38454,83.13,35957,77.73,21819.0,47.17,07/06/2022
10834,Milford,Yes,54747.0,43663,79.75,40902,74.71,25775.0,47.08,07/06/2022
10835,Monroe,No,19434.0,16048,82.58,15041,77.4,9134.0,47.0,07/06/2022
10836,Montville,Yes,18508.0,13896,75.08,12811,69.22,7283.0,39.35,07/06/2022
10837,Morris,No,2254.0,1692,75.07,1583,70.23,939.0,41.66,07/06/2022
10838,Naugatuck,No,31108.0,23154,74.43,21485,69.07,11248.0,36.16,07/06/2022
10839,New Britain,Yes,72495.0,49541,68.34,45613,62.92,21439.0,29.57,07/06/2022
10840,New Canaan,No,20233.0,20205,99.86,17935,88.64,11394.0,56.31,07/06/2022
10841,New Fairfield,No,13878.0,11148,80.33,10206,73.54,5809.0,41.86,07/06/2022
10842,New Hartford,No,6656.0,5242,78.76,4957,74.47,3214.0,48.29,07/06/2022
10843,New Haven,Yes,130250.0,100172,76.91,88033,67.59,45738.0,35.12,07/06/2022
10844,New London,Yes,26858.0,20360,75.81,18362,68.37,9216.0,34.31,07/06/2022
10845,New Milford,No,26805.0,22664,84.55,20979,78.27,11607.0,43.3,07/06/2022
10846,Newington,No,30014.0,25389,84.59,23982,79.9,15322.0,51.05,07/06/2022
10847,Newtown,No,27891.0,23547,84.43,21954,78.71,13795.0,49.46,07/06/2022
10848,Norfolk,No,1630.0,1250,76.69,1166,71.53,777.0,47.67,07/06/2022
10849,North Branford,No,14146.0,11890,84.05,11189,79.1,7215.0,51.0,07/06/2022
10850,North Canaan,No,3251.0,2120,65.21,1936,59.55,1162.0,35.74,07/06/2022
10851,North Haven,No,23683.0,21894,92.45,20592,86.95,13279.0,56.07,07/06/2022
10852,North Stonington,No,5196.0,3596,69.21,3395,65.34,1818.0,34.99,07/06/2022
10853,Norwalk,Yes,88816.0,78853,88.78,70828,79.75,37994.0,42.78,07/06/2022
10854,Norwich,Yes,38768.0,28903,74.55,26328,67.91,14043.0,36.22,07/06/2022
10855,Old Lyme,No,7306.0,6628,90.72,6205,84.93,4310.0,58.99,07/06/2022
10856,Old Saybrook,No,10061.0,9362,93.05,8805,87.52,5976.0,59.4,07/06/2022
10857,Orange,Yes,13926.0,12570,90.26,11786,84.63,7719.0,55.43,07/06/2022
10858,Oxford,No,13255.0,10069,75.96,9488,71.58,5823.0,43.93,07/06/2022
10859,Plainfield,Yes,15125.0,9751,64.47,9074,59.99,4793.0,31.69,07/06/2022
10860,Plainville,No,17534.0,13419,76.53,12716,72.52,7686.0,43.83,07/06/2022
10861,Plymouth,No,11598.0,7850,67.68,7510,64.75,4368.0,37.66,07/06/2022
10862,Pomfret,No,4203.0,3293,78.35,2980,70.9,1766.0,42.02,07/06/2022
10863,Portland,No,9267.0,7723,83.34,7381,79.65,4855.0,52.39,07/06/2022
10864,Preston,No,4625.0,3478,75.2,3283,70.98,2025.0,43.78,07/06/2022
10865,Prospect,No,9702.0,7429,76.57,7082,73.0,4278.0,44.09,07/06/2022
10866,Putnam,No,9389.0,6249,66.56,5715,60.87,2985.0,31.79,07/06/2022
10867,Redding,No,9116.0,7647,83.89,6988,76.66,4657.0,51.09,07/06/2022
10868,Ridgefield,No,24959.0,22592,90.52,20602,82.54,12920.0,51.76,07/06/2022
10869,Rocky Hill,No,20115.0,17725,88.12,16660,82.82,10630.0,52.85,07/06/2022
10870,Roxbury,No,2152.0,1921,89.27,1779,82.67,1150.0,53.44,07/06/2022
10871,Salem,No,4083.0,3371,82.56,3168,77.59,1988.0,48.69,07/06/2022
10872,Salisbury,No,3600.0,3920,100.0,3502,97.28,1860.0,51.67,07/06/2022
10873,Scotland,No,1672.0,1070,64.0,1030,61.6,615.0,36.78,07/06/2022
10874,Seymour,No,16437.0,12481,75.93,11741,71.43,6582.0,40.04,07/06/2022
10875,Sharon,No,2689.0,2043,75.98,1865,69.36,988.0,36.74,07/06/2022
10876,Shelton,No,41129.0,32798,79.74,30780,74.84,18718.0,45.51,07/06/2022
10877,Sherman,No,3630.0,2734,75.32,2518,69.37,1489.0,41.02,07/06/2022
10878,Simsbury,No,25395.0,22657,89.22,21028,82.8,14043.0,55.3,07/06/2022
10879,Somers,No,10784.0,7473,69.3,6875,63.75,3893.0,36.1,07/06/2022
10880,South Windsor,No,26162.0,23744,90.76,22252,85.05,14533.0,55.55,07/06/2022
10881,Southbury,No,19571.0,16220,82.88,15145,77.38,9962.0,50.9,07/06/2022
10882,Southington,No,43834.0,35514,81.02,33768,77.04,21480.0,49.0,07/06/2022
10883,Sprague,No,2859.0,1955,68.38,1827,63.9,1044.0,36.52,07/06/2022
10884,Stafford,No,11893.0,7636,64.21,7134,59.98,4134.0,34.76,07/06/2022
10885,Stamford,Yes,129638.0,121035,93.36,106638,82.26,55348.0,42.69,07/06/2022
10886,Sterling,No,3782.0,2128,56.27,1966,51.98,983.0,25.99,07/06/2022
10887,Stonington,No,18559.0,15077,81.24,13969,75.27,8515.0,45.88,07/06/2022
10888,Stratford,No,51849.0,41306,79.67,38387,74.04,21828.0,42.1,07/06/2022
10889,Suffield,No,15814.0,11770,74.43,10754,68.0,5946.0,37.6,07/06/2022
10890,Thomaston,No,7535.0,5609,74.44,5308,70.44,3108.0,41.25,07/06/2022
10891,Thompson,No,9379.0,5302,56.53,4822,51.41,2518.0,26.85,07/06/2022
10892,Tolland,No,14618.0,12139,83.04,11573,79.17,7469.0,51.09,07/06/2022
10893,Torrington,Yes,34044.0,26253,77.11,24664,72.45,14111.0,41.45,07/06/2022
10894,Trumbull,No,35673.0,32290,90.52,30045,84.22,18428.0,51.66,07/06/2022
10895,Union,No,839.0,573,68.3,535,63.77,362.0,43.15,07/06/2022
10896,Vernon,Yes,29359.0,23712,80.77,22142,75.42,13217.0,45.02,07/06/2022
10897,Voluntown,No,2510.0,1784,71.08,1672,66.61,940.0,37.45,07/06/2022
10898,Wallingford,No,44326.0,36872,83.18,34691,78.26,22175.0,50.03,07/06/2022
10899,Warren,No,1395.0,1091,78.21,1009,72.33,623.0,44.66,07/06/2022
10900,Washington,No,3428.0,3294,96.09,2853,83.23,1688.0,49.24,07/06/2022
10901,Waterbury,Yes,107568.0,77135,71.71,69483,64.59,29797.0,27.7,07/06/2022
10902,Waterford,Yes,18746.0,16353,87.23,15402,82.16,10004.0,53.37,07/06/2022
10903,Watertown,No,21578.0,16994,78.76,15970,74.01,9327.0,43.22,07/06/2022
10904,West Hartford,Yes,62965.0,59440,94.4,54809,87.05,36744.0,58.36,07/06/2022
10905,West Haven,Yes,54620.0,42549,77.9,39029,71.46,20762.0,38.01,07/06/2022
10906,Westbrook,No,6869.0,5962,86.8,5548,80.77,3648.0,53.11,07/06/2022
10907,Weston,No,10252.0,9743,95.04,8781,85.65,5878.0,57.34,07/06/2022
10908,Westport,No,28491.0,27003,94.78,24221,85.01,16597.0,58.25,07/06/2022
10909,Wethersfield,No,26008.0,23235,89.34,21984,84.53,13912.0,53.49,07/06/2022
10910,Willington,No,5864.0,4061,69.25,3784,64.53,2411.0,41.12,07/06/2022
10911,Wilton,No,18343.0,17608,95.99,15963,87.03,10396.0,56.68,07/06/2022
10912,Winchester,Yes,10604.0,7540,71.11,7101,66.97,4246.0,40.04,07/06/2022
10913,Windham,Yes,24561.0,17070,69.5,15682,63.85,8106.0,33.0,07/06/2022
10914,Windsor,No,28733.0,24831,86.42,23131,80.5,14196.0,49.41,07/06/2022
10915,Windsor Locks,Yes,12854.0,9652,75.09,9002,70.03,5427.0,42.22,07/06/2022
10916,Wolcott,No,16587.0,12363,74.53,11735,70.75,6498.0,39.18,07/06/2022
10917,Woodbridge,No,8750.0,8207,93.79,7587,86.71,5246.0,59.95,07/06/2022
10918,Woodbury,No,9502.0,7654,80.55,7229,76.08,4622.0,48.64,07/06/2022
10919,Woodstock,No,7858.0,5810,73.94,5316,67.65,3095.0,39.39,07/06/2022
10920,Address pending validation,,,12315,,9987,,3124.0,,07/14/2022
10921,Andover,No,3236.0,2473,76.42,2355,72.78,1535.0,47.44,07/14/2022
10922,Ansonia,Yes,18654.0,13476,72.24,12562,67.34,6735.0,36.1,07/14/2022
10923,Ashford,No,4255.0,3105,72.97,2930,68.86,1862.0,43.76,07/14/2022
10924,Avon,No,18276.0,17564,96.1,16228,88.79,11155.0,61.04,07/14/2022
10925,Barkhamsted,No,3606.0,2822,78.26,2681,74.35,1768.0,49.03,07/14/2022
10926,Beacon Falls,No,6222.0,4509,72.47,4256,68.4,2638.0,42.4,07/14/2022
10927,Berlin,No,20436.0,16427,80.38,15549,76.09,10223.0,50.02,07/14/2022
10928,Bethany,No,5548.0,4524,81.54,4245,76.51,2720.0,49.03,07/14/2022
10929,Bethel,No,19800.0,16424,82.95,15192,76.73,8874.0,44.82,07/14/2022
10930,Bethlehem,No,3402.0,2432,71.49,2296,67.49,1396.0,41.03,07/14/2022
10931,Bloomfield,No,21211.0,18093,85.3,16735,78.9,10316.0,48.64,07/14/2022
10932,Bolton,No,4884.0,4001,81.92,3805,77.91,2571.0,52.64,07/14/2022
10933,Bozrah,No,2726.0,1875,68.78,1778,65.22,1148.0,42.11,07/14/2022
10934,Branford,No,27900.0,23417,83.93,21859,78.35,14770.0,52.94,07/14/2022
10935,Bridgeport,Yes,144399.0,107217,74.25,95506,66.14,39042.0,27.04,07/14/2022
10936,Bridgewater,No,1635.0,1399,85.57,1297,79.33,847.0,51.8,07/14/2022
10937,Bristol,Yes,59947.0,46867,78.18,44035,73.46,25181.0,42.01,07/14/2022
10938,Brookfield,No,16973.0,14537,85.65,13485,79.45,8036.0,47.35,07/14/2022
10939,Brooklyn,No,8272.0,5743,69.43,5301,64.08,3127.0,37.8,07/14/2022
10940,Burlington,No,9704.0,7853,80.93,7524,77.54,4943.0,50.94,07/14/2022
10941,Canaan,No,1053.0,1341,100.0,1230,100.0,767.0,72.84,07/14/2022
10942,Canterbury,No,5079.0,3578,70.45,3373,66.41,1948.0,38.35,07/14/2022
10943,Canton,No,10254.0,8432,82.23,7920,77.24,5304.0,51.73,07/14/2022
10944,Chaplin,No,2239.0,1595,71.24,1487,66.41,908.0,40.55,07/14/2022
10945,Cheshire,No,28937.0,25322,87.51,23743,82.05,16287.0,56.28,07/14/2022
10946,Chester,No,4213.0,3400,80.7,3184,75.58,2220.0,52.69,07/14/2022
10947,Clinton,No,12925.0,11482,88.84,10716,82.91,7007.0,54.21,07/14/2022
10948,Colchester,No,15809.0,12855,81.31,12125,76.7,7780.0,49.21,07/14/2022
10949,Colebrook,No,1400.0,1142,81.57,1061,75.79,671.0,47.93,07/14/2022
10950,Columbia,No,5379.0,4200,78.08,3980,73.99,2605.0,48.43,07/14/2022
10951,Cornwall,No,1362.0,1281,94.05,1168,85.76,766.0,56.24,07/14/2022
10952,Coventry,No,12407.0,9710,78.26,9226,74.36,5775.0,46.55,07/14/2022
10953,Cromwell,No,13839.0,12232,88.39,11611,83.9,7435.0,53.72,07/14/2022
10954,Danbury,Yes,84694.0,73554,86.85,65532,77.38,29415.0,34.73,07/14/2022
10955,Darien,No,21728.0,20838,95.9,18653,85.85,11423.0,52.57,07/14/2022
10956,Deep River,No,4443.0,3867,87.04,3640,81.93,2485.0,55.93,07/14/2022
10957,Derby,Yes,12339.0,13010,100.0,11317,91.72,5905.0,47.86,07/14/2022
10958,Durham,No,7165.0,5880,82.07,5604,78.21,3761.0,52.49,07/14/2022
10959,East Granby,No,5140.0,4209,81.89,3959,77.02,2419.0,47.06,07/14/2022
10960,East Haddam,No,8997.0,7092,78.83,6613,73.5,4220.0,46.9,07/14/2022
10961,East Hampton,No,12800.0,10165,79.41,9663,75.49,6166.0,48.17,07/14/2022
10962,East Hartford,Yes,49872.0,40963,82.14,37639,75.47,18949.0,38.0,07/14/2022
10963,East Haven,Yes,28569.0,20885,73.1,19366,67.79,11237.0,39.33,07/14/2022
10964,East Lyme,No,18462.0,16466,89.19,15281,82.77,10434.0,56.52,07/14/2022
10965,East Windsor,No,11668.0,8416,72.13,7783,66.7,4521.0,38.75,07/14/2022
10966,Eastford,No,1790.0,1150,64.25,1088,60.78,654.0,36.54,07/14/2022
10967,Easton,No,7521.0,6563,87.26,6011,79.92,3838.0,51.03,07/14/2022
10968,Ellington,No,16467.0,13094,79.52,12276,74.55,7575.0,46.0,07/14/2022
10969,Enfield,Yes,43659.0,30392,69.61,28101,64.36,15528.0,35.57,07/14/2022
10970,Essex,No,6668.0,5970,89.53,5584,83.74,4016.0,60.23,07/14/2022
10971,Fairfield,No,62045.0,52366,84.4,47864,77.14,30515.0,49.18,07/14/2022
10972,Farmington,No,25497.0,23864,93.6,22229,87.18,14825.0,58.14,07/14/2022
10973,Franklin,No,1920.0,1430,74.48,1351,70.36,858.0,44.69,07/14/2022
10974,Glastonbury,No,34482.0,31578,91.58,29546,85.69,20364.0,59.06,07/14/2022
10975,Goshen,No,2863.0,2281,79.67,2149,75.06,1386.0,48.41,07/14/2022
10976,Granby,No,11507.0,9008,78.28,8426,73.22,5085.0,44.19,07/14/2022
10977,Greenwich,No,62840.0,57061,90.8,50447,80.28,27839.0,44.3,07/14/2022
10978,Griswold,Yes,11534.0,7615,66.02,7107,61.62,4051.0,35.12,07/14/2022
10979,Groton,Yes,38436.0,27992,72.83,25477,66.28,15112.0,39.32,07/14/2022
10980,Guilford,No,22133.0,20236,91.43,18904,85.41,13308.0,60.13,07/14/2022
10981,Haddam,No,8193.0,7305,89.16,6910,84.34,4585.0,55.96,07/14/2022
10982,Hamden,No,60556.0,47199,77.94,43472,71.79,27317.0,45.11,07/14/2022
10983,Hampton,No,1842.0,1271,69.0,1191,64.66,786.0,42.67,07/14/2022
10984,Hartford,Yes,122105.0,84519,69.22,75095,61.5,33061.0,27.08,07/14/2022
10985,Hartland,No,2120.0,1354,63.87,1275,60.14,713.0,33.63,07/14/2022
10986,Harwinton,No,5420.0,4169,76.92,3946,72.8,2559.0,47.21,07/14/2022
10987,Hebron,No,9504.0,7680,80.81,7286,76.66,4871.0,51.25,07/14/2022
10988,Kent,No,2777.0,2751,99.06,2432,87.58,1361.0,49.01,07/14/2022
10989,Killingly,Yes,17336.0,11321,65.3,10460,60.34,5449.0,31.43,07/14/2022
10990,Killingworth,No,6364.0,5283,83.01,5029,79.02,3440.0,54.05,07/14/2022
10991,Lebanon,No,7144.0,5393,75.49,5106,71.47,3305.0,46.26,07/14/2022
10992,Ledyard,No,14621.0,11835,80.95,10979,75.09,6644.0,45.44,07/14/2022
10993,Lisbon,No,4220.0,3080,72.99,2899,68.7,1705.0,40.4,07/14/2022
10994,Litchfield,No,8094.0,6656,82.23,6187,76.44,4077.0,50.37,07/14/2022
10995,Lyme,No,2316.0,2256,97.41,2078,89.72,1510.0,65.2,07/14/2022
10996,Madison,No,18030.0,16837,93.38,15569,86.35,10898.0,60.44,07/14/2022
10997,Manchester,Yes,57584.0,46611,80.94,43191,75.01,25045.0,43.49,07/14/2022
10998,Mansfield,No,25487.0,12021,47.17,10720,42.06,7207.0,28.28,07/14/2022
10999,Marlborough,No,6335.0,5245,82.79,4969,78.44,3256.0,51.4,07/14/2022
11000,Meriden,Yes,59395.0,47405,79.81,44157,74.34,23627.0,39.78,07/14/2022
11001,Middlebury,No,7798.0,6474,83.02,6051,77.6,3764.0,48.27,07/14/2022
11002,Middlefield,No,4374.0,3498,79.97,3341,76.38,2241.0,51.23,07/14/2022
11003,Middletown,Yes,46258.0,38485,83.2,35973,77.77,21862.0,47.26,07/14/2022
11004,Milford,Yes,54747.0,43692,79.81,40911,74.73,25817.0,47.16,07/14/2022
11005,Monroe,No,19434.0,16065,82.66,15048,77.43,9159.0,47.13,07/14/2022
11006,Montville,Yes,18508.0,13919,75.21,12824,69.29,7303.0,39.46,07/14/2022
11007,Morris,No,2254.0,1698,75.33,1590,70.54,944.0,41.88,07/14/2022
11008,Naugatuck,No,31108.0,23167,74.47,21498,69.11,11269.0,36.23,07/14/2022
11009,New Britain,Yes,72495.0,49594,68.41,45651,62.97,21542.0,29.72,07/14/2022
11010,New Canaan,No,20233.0,20251,100.0,17940,88.67,11436.0,56.52,07/14/2022
11011,New Fairfield,No,13878.0,11158,80.4,10202,73.51,5813.0,41.89,07/14/2022
11012,New Hartford,No,6656.0,5245,78.8,4957,74.47,3218.0,48.35,07/14/2022
11013,New Haven,Yes,130250.0,100422,77.1,88143,67.67,45963.0,35.29,07/14/2022
11014,New London,Yes,26858.0,20378,75.87,18377,68.42,9261.0,34.48,07/14/2022
11015,New Milford,No,26805.0,22705,84.7,20991,78.31,11636.0,43.41,07/14/2022
11016,Newington,No,30014.0,25422,84.7,23992,79.94,15348.0,51.14,07/14/2022
11017,Newtown,No,27891.0,23595,84.6,21986,78.83,13868.0,49.72,07/14/2022
